id_int,id,location_type,net_type,parent_station,route_type,stop_code,stop_id,stop_name,unique_agency_id,wheelchair_boarding,x,y
447,000000540064_hamburger_verkehrsverbund_(hvv),0.0,transit,000000054022,3.0,,000000540064,Zweibrückenstraße (U S Elbbrücken),hamburger_verkehrsverbund_(hvv),,10.027497260358,53.533487474667
448,000000540065_hamburger_verkehrsverbund_(hvv),0.0,transit,000000054021,3.0,,000000540065,Veddeler Marktplatz,hamburger_verkehrsverbund_(hvv),,10.023796014297,53.529484774615
449,000000540066_hamburger_verkehrsverbund_(hvv),0.0,transit,000000054020,3.0,,000000540066,Hovestieg,hamburger_verkehrsverbund_(hvv),,10.021609943861,53.525127567327004
450,000000540098_hamburger_verkehrsverbund_(hvv),0.0,transit,000000010019,3.0,,000000540098,Billhorner Röhrendamm,hamburger_verkehrsverbund_(hvv),,10.030862404193,53.537906290736
451,000000100165_hamburger_verkehrsverbund_(hvv),0.0,transit,000000010031,3.0,,000000100165,Billstraße,hamburger_verkehrsverbund_(hvv),,10.032981433825,53.541302462914
452,000000100023_hamburger_verkehrsverbund_(hvv),0.0,transit,000000010019,3.0,,000000100023,Billhorner Röhrendamm,hamburger_verkehrsverbund_(hvv),,10.031042933957,53.537886762392
453,000000110152_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011006,3.0,,000000110152,Brandstwiete,hamburger_verkehrsverbund_(hvv),,9.997109422541,53.547070279543
454,000000110153_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011006,3.0,,000000110153,Brandstwiete,hamburger_verkehrsverbund_(hvv),,9.998537683571,53.547498639838
455,000000110154_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011006,3.0,,000000110154,Brandstwiete,hamburger_verkehrsverbund_(hvv),,9.996943498914,53.547071663756
456,000000110044_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011050,3.0,,000000110044,U Überseequartier,hamburger_verkehrsverbund_(hvv),1.0,9.997031664751,53.540556503856
457,000000110046_G_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011050,3.0,,000000110046_G,U Überseequartier,hamburger_verkehrsverbund_(hvv),1.0,9.996631338589,53.54149432649
458,000000110111_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011053,3.0,,000000110111,Am Kaiserkai (Elbphilharmonie),hamburger_verkehrsverbund_(hvv),,9.985557277697,53.542718328807
459,000000110112_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011053,3.0,,000000110112,Am Kaiserkai (Elbphilharmonie),hamburger_verkehrsverbund_(hvv),,9.985333963515,53.542845965929004
460,000000110138_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011040,3.0,,000000110138,Am Sandtorkai,hamburger_verkehrsverbund_(hvv),,9.992370815121,53.54314715599399
461,000000110144_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011040,3.0,,000000110144,Am Sandtorkai,hamburger_verkehrsverbund_(hvv),,9.992301289351,53.543399324786996
462,000000800058_hamburger_verkehrsverbund_(hvv),0.0,transit,000000080020,3.0,,000000800058,U S Landungsbrücken,hamburger_verkehrsverbund_(hvv),,9.971129436756,53.545738725262005
463,000009539341_hamburger_verkehrsverbund_(hvv),0.0,transit,000000039341,4.0,,000009539341,Ernst-August-Schleuse,hamburger_verkehrsverbund_(hvv),,9.981898596527,53.524130663503996
464,000000100020_hamburger_verkehrsverbund_(hvv),0.0,transit,000000010057,3.0,,000000100020,Repsoldstraße,hamburger_verkehrsverbund_(hvv),,10.015075152236001,53.548212939346
465,000000100022_hamburger_verkehrsverbund_(hvv),0.0,transit,000000010057,3.0,,000000100022,Repsoldstraße,hamburger_verkehrsverbund_(hvv),,10.013966220617,53.548527856996
466,000000100026_hamburger_verkehrsverbund_(hvv),0.0,transit,000000010058,3.0,,000000100026,Albertstraße,hamburger_verkehrsverbund_(hvv),,10.018966926565,53.548808801581
467,000000100027_hamburger_verkehrsverbund_(hvv),0.0,transit,000000010058,3.0,,000000100027,Albertstraße,hamburger_verkehrsverbund_(hvv),,10.019046236327,53.548969862995
468,000000100030_hamburger_verkehrsverbund_(hvv),0.0,transit,000000010060,3.0,,000000100030,S Hammerbrook (Nord),hamburger_verkehrsverbund_(hvv),,10.022971499048001,53.547822136949996
469,000000110176_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011044,3.0,,000000110176,Auf dem Sande (Speicherstadt),hamburger_verkehrsverbund_(hvv),,9.990176751714,53.544153749968004
470,000000110194_G_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011044,3.0,,000000110194_G,Auf dem Sande (Speicherstadt),hamburger_verkehrsverbund_(hvv),,9.989787513254,53.543635820738004
471,000000809329_hamburger_verkehrsverbund_(hvv),0.0,transit,000000080932,4.0,,000000809329,Elbphilharmonie,hamburger_verkehrsverbund_(hvv),,9.986303567514,53.540429878312
472,000000530012_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053019,3.0,,000000530012,Argentinienbrücke (Fähre),hamburger_verkehrsverbund_(hvv),,9.974416529173,53.527938837464
473,000000530035_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053014,3.0,,000000530035,Nehlsstraße,hamburger_verkehrsverbund_(hvv),,9.969690832992,53.530331460563005
474,000000530036_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053015,3.0,,000000530036,Norderloch,hamburger_verkehrsverbund_(hvv),,9.967065646562,53.537559029803
475,000000530037_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053016,3.0,,000000530037,Steinwerder (Alter Elbtunnel),hamburger_verkehrsverbund_(hvv),,9.966166931063,53.541807405781
476,000000530038_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053016,3.0,,000000530038,Steinwerder (Alter Elbtunnel),hamburger_verkehrsverbund_(hvv),,9.965890948431,53.541611958124
477,000000530039_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053015,3.0,,000000530039,Norderloch,hamburger_verkehrsverbund_(hvv),,9.967452621425,53.53733126252
478,000000530040_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053014,3.0,,000000530040,Nehlsstraße,hamburger_verkehrsverbund_(hvv),,9.969551844221,53.530188821842
479,000000530046_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053018,3.0,,000000530046,Steinwerder (Fähre),hamburger_verkehrsverbund_(hvv),,9.966389748666,53.540331999702
480,000000530047_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053018,3.0,,000000530047,Steinwerder (Fähre),hamburger_verkehrsverbund_(hvv),,9.965803956926,53.539779641045
481,000000530048_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053019,3.0,,000000530048,Argentinienbrücke (Fähre),hamburger_verkehrsverbund_(hvv),,9.97445184279,53.528163184929
482,000000538011_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053801,3.0,,000000538011,Worthdamm (Süd),hamburger_verkehrsverbund_(hvv),,9.980640732436001,53.527771106144
483,000000538021_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053905,3.0,,000000538021,Afrikastraße,hamburger_verkehrsverbund_(hvv),,9.990599593043,53.527383452791995
484,000000538022_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053905,3.0,,000000538022,Afrikastraße,hamburger_verkehrsverbund_(hvv),,9.988857570777,53.527694401512
485,000000538031_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053803,3.0,,000000538031,Indiastraße,hamburger_verkehrsverbund_(hvv),,9.994941460591,53.526691440911996
486,000000538032_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053803,3.0,,000000538032,Indiastraße,hamburger_verkehrsverbund_(hvv),,9.995182688321,53.526689431996004
487,000000538041_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053804,3.0,,000000538041,Dessauer Straße,hamburger_verkehrsverbund_(hvv),,10.006704609093,53.523555830373
488,000000538051_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053805,3.0,,000000538051,S Veddel (Westseite),hamburger_verkehrsverbund_(hvv),,10.011833801706,53.523027289411004
489,000000538052_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053805,3.0,,000000538052,S Veddel (Westseite),hamburger_verkehrsverbund_(hvv),,10.012081007423001,53.523276788437
490,000000538061_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053902,3.0,,000000538061,Überseezentrum,hamburger_verkehrsverbund_(hvv),,10.019416021048,53.530465694526995
491,000000538071_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053907,3.0,,000000538071,Terminal O'Swaldkai,hamburger_verkehrsverbund_(hvv),,10.013008212019,53.529271212488005
492,000000538091_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053809,3.0,,000000538091,Arningstraße (Fähre),hamburger_verkehrsverbund_(hvv),,9.984574288056999,53.537416054972
493,000000538101_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053810,3.0,,000000538101,Vogelreth,hamburger_verkehrsverbund_(hvv),,9.981855730634,53.532703109742
494,000000538102_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053810,3.0,,000000538102,Vogelreth,hamburger_verkehrsverbund_(hvv),,9.981810599996,53.532056530498
495,000000538111_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053811,3.0,,000000538111,Worthdamm,hamburger_verkehrsverbund_(hvv),,9.981436272248,53.528914708561004
496,000000538112_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053811,3.0,,000000538112,Worthdamm,hamburger_verkehrsverbund_(hvv),,9.981391039492001,53.52891508008099
497,000000538131_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053813,3.0,,000000538131,Kamerunweg,hamburger_verkehrsverbund_(hvv),,9.985836299371,53.527467775055
498,000000538141_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053814,3.0,,000000538141,Australiastraße (Hafenmuseum),hamburger_verkehrsverbund_(hvv),,9.999060845652,53.52616286913
499,000000538162_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053816,3.0,,000000538162,Sachsenbrücke,hamburger_verkehrsverbund_(hvv),,10.016422882177,53.527022808377
500,090000119421_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011942,1.0,,090000119421,HafenCity Universität,hamburger_verkehrsverbund_(hvv),1.0,10.007652960953,53.540629155093
501,000000110046_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011050,3.0,,000000110046,U Überseequartier,hamburger_verkehrsverbund_(hvv),,9.997096638899,53.540753640941
502,000000110012_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011026,3.0,,000000110012,Magellan-Terrassen,hamburger_verkehrsverbund_(hvv),,9.993294149535,53.542636302127
503,000000110191_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011043,3.0,,000000110191,Rathausmarkt (Petrikirche),hamburger_verkehrsverbund_(hvv),,9.996237553639,53.549773172191
504,000000110194_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011044,3.0,,000000110194,Auf dem Sande (Speicherstadt),hamburger_verkehrsverbund_(hvv),,9.989880736643,53.5437518589
505,000000110195_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011046,3.0,,000000110195,Bei St.Annen,hamburger_verkehrsverbund_(hvv),,9.997161044650001,53.54541653348699
506,000000538132_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053813,3.0,,000000538132,Kamerunweg,hamburger_verkehrsverbund_(hvv),,9.986002773337999,53.527493357707
507,000000538151_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053815,3.0,,000000538151,Kamerunweg (Kehre),hamburger_verkehrsverbund_(hvv),,9.985991866091,53.530916894852
508,000000110094_G_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011042,3.0,,000000110094_G,Marco-Polo-Terrassen,hamburger_verkehrsverbund_(hvv),,9.993846275556999,53.540448256228
509,000000110095_G_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011042,3.0,,000000110095_G,Marco-Polo-Terrassen,hamburger_verkehrsverbund_(hvv),,9.993591782474999,53.54053124117699
510,000000530010_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053022,3.0,,000000530010,Brandenburger Straße,hamburger_verkehrsverbund_(hvv),,9.980918092726,53.526070584179
511,000000530016_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053010,3.0,,000000530016,Ernst-August-Deich,hamburger_verkehrsverbund_(hvv),,9.981517066415,53.520674406990004
512,000000530058_hamburger_verkehrsverbund_(hvv),0.0,transit,000000053011,3.0,,000000530058,Ernst-August-Schleuse (Fähre),hamburger_verkehrsverbund_(hvv),,9.982970947327,53.52355576397
513,000000800109_hamburger_verkehrsverbund_(hvv),0.0,transit,000000080020,3.0,,000000800109,U S Landungsbrücken,hamburger_verkehrsverbund_(hvv),,9.968466203457,53.546047869422
514,000000110095_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011042,3.0,,000000110095,Marco-Polo-Terrassen,hamburger_verkehrsverbund_(hvv),,9.993722885564999,53.540332471934
515,000000110623_G_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011062,3.0,,000000110623_G,Singapurstraße,hamburger_verkehrsverbund_(hvv),,9.996815777886999,53.544206383276
516,000000110623_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011062,3.0,,000000110623,Singapurstraße,hamburger_verkehrsverbund_(hvv),,9.996679820153,53.544198531806
517,000000100029_hamburger_verkehrsverbund_(hvv),0.0,transit,000000010060,3.0,,000000100029,S Hammerbrook (Nord),hamburger_verkehrsverbund_(hvv),,10.022820874672,53.547832411538
518,000000100172_hamburger_verkehrsverbund_(hvv),0.0,transit,000000010039,3.0,,000000100172,Süderstraße,hamburger_verkehrsverbund_(hvv),,10.029786120131,53.545139866407006
519,000000100173_hamburger_verkehrsverbund_(hvv),0.0,transit,000000010039,3.0,,000000100173,Süderstraße,hamburger_verkehrsverbund_(hvv),,10.031212236955,53.545469016222
520,000000100206_G_hamburger_verkehrsverbund_(hvv),0.0,transit,000000010038,3.0,,000000100206_G,S Hammerbrook (Süd),hamburger_verkehrsverbund_(hvv),,10.024885183602999,53.54522692276
521,000000100207_G_hamburger_verkehrsverbund_(hvv),0.0,transit,000000010038,3.0,,000000100207_G,S Hammerbrook (Süd),hamburger_verkehrsverbund_(hvv),,10.02502180103,53.545261692833
522,000000110014_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011026,3.0,,000000110014,Magellan-Terrassen,hamburger_verkehrsverbund_(hvv),,9.993552024054,53.542697056368
523,000000110094_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011042,3.0,,000000110094,Marco-Polo-Terrassen,hamburger_verkehrsverbund_(hvv),,9.993878333938,53.540528858349
524,000000110187_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011046,3.0,,000000110187,Bei St.Annen,hamburger_verkehrsverbund_(hvv),,9.997268530221,53.545496505303
525,000000110622_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011062,3.0,,000000110622,Singapurstraße,hamburger_verkehrsverbund_(hvv),,9.997048443009,53.543836040477
526,000000110611_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011004,3.0,,000000110611,U Rödingsmarkt (Großer Burstah),hamburger_verkehrsverbund_(hvv),,9.990937659277,53.548954634286005
527,000000110085_G_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011004,3.0,,000000110085_G,U Rödingsmarkt (Großer Burstah),hamburger_verkehrsverbund_(hvv),,9.990663615862,53.548849081364004
528,000000110541_G_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011054,3.0,,000000110541_G,Koreastraße,hamburger_verkehrsverbund_(hvv),,10.002453185004999,53.542730547475
529,000000110541_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011054,3.0,,000000110541,Koreastraße,hamburger_verkehrsverbund_(hvv),,10.002331672738,53.54333358972
530,000000110542_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011054,3.0,,000000110542,Koreastraße,hamburger_verkehrsverbund_(hvv),,10.002337622905001,53.542947166831
531,000000110075_G_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011051,3.0,,000000110075_G,U HafenCity Universität,hamburger_verkehrsverbund_(hvv),1.0,10.006571561939,53.540826962421
532,000000110076_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011051,3.0,,000000110076,U HafenCity Universität,hamburger_verkehrsverbund_(hvv),1.0,10.006881024613,53.540518850988
533,000000110641_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011064,3.0,,000000110641,Baakenhöft,hamburger_verkehrsverbund_(hvv),,10.008678787827,53.538095595472
534,000000110642_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011064,3.0,,000000110642,Baakenhöft,hamburger_verkehrsverbund_(hvv),,10.008726808028001,53.538212000734994
535,000000100206_hamburger_verkehrsverbund_(hvv),0.0,transit,000000010038,3.0,,000000100206,S Hammerbrook (Süd),hamburger_verkehrsverbund_(hvv),,10.025045885648,53.545009894116
536,000000100207_hamburger_verkehrsverbund_(hvv),0.0,transit,000000010038,3.0,,000000100207,S Hammerbrook (Süd),hamburger_verkehrsverbund_(hvv),,10.024766472475,53.545308809626
537,000000540052_hamburger_verkehrsverbund_(hvv),0.0,transit,000000054018,3.0,,000000540052,S Veddel,hamburger_verkehrsverbund_(hvv),1.0,10.013343709243,53.52058841945
538,000000110107_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011058,3.0,,000000110107,Osakaallee,hamburger_verkehrsverbund_(hvv),,9.998343935881,53.543115377477996
539,000000110542_G_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011054,3.0,,000000110542_G,Koreastraße,hamburger_verkehrsverbund_(hvv),,10.002699389829,53.542935146628
540,000000110085_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011004,3.0,,000000110085,U Rödingsmarkt (Großer Burstah),hamburger_verkehrsverbund_(hvv),,9.989084333071,53.548412891781
541,000000110015_G_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011004,3.0,,000000110015_G,U Rödingsmarkt (Großer Burstah),hamburger_verkehrsverbund_(hvv),1.0,9.987924293404,53.54848538435
542,000000100180_hamburger_verkehrsverbund_(hvv),0.0,transit,000000010039,3.0,,000000100180,Süderstraße,hamburger_verkehrsverbund_(hvv),,10.031276503397,53.545630199569
543,000000100183_hamburger_verkehrsverbund_(hvv),0.0,transit,000000010032,3.0,,000000100183,Grüne Brücke,hamburger_verkehrsverbund_(hvv),,10.040924747489,53.543497872775
544,000000100193_hamburger_verkehrsverbund_(hvv),0.0,transit,000000010032,3.0,,000000100193,Grüne Brücke,hamburger_verkehrsverbund_(hvv),,10.040761486332,53.543607120052
545,000000100182_hamburger_verkehrsverbund_(hvv),0.0,transit,000000010040,3.0,,000000100182,Ausschläger Weg (Verkehrsamt),hamburger_verkehrsverbund_(hvv),,10.03853835905,53.547076870431994
546,000000100194_hamburger_verkehrsverbund_(hvv),0.0,transit,000000010040,3.0,,000000100194,Ausschläger Weg (Verkehrsamt),hamburger_verkehrsverbund_(hvv),,10.03917000641,53.547610506492994
547,090000119431_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011943,1.0,,090000119431,Elbbrücken,hamburger_verkehrsverbund_(hvv),1.0,10.023632991513999,53.535227874647
548,090000119432_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011943,1.0,,090000119432,Elbbrücken,hamburger_verkehrsverbund_(hvv),1.0,10.023573106611,53.535246358507
549,000000110283_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011004,3.0,,000000110283,U Rödingsmarkt (Großer Burstah),hamburger_verkehrsverbund_(hvv),,9.991177333378,53.54888076361
550,000000110384_hamburger_verkehrsverbund_(hvv),0.0,transit,000000011004,3.0,,000000110384,U Rödingsmarkt (Großer Burstah),hamburger_verkehrsverbund_(hvv),,9.990736729341,53.54874963589
551,122324,,walk,,,,,,,,10.0241338,53.5292387
552,122329,,walk,,,,,,,,10.0310022,53.5374964
553,122332,,walk,,,,,,,,10.0322567,53.5390484
554,122349,,walk,,,,,,,,9.9852601,53.5479376
555,122351,,walk,,,,,,,,9.9775505,53.5493093
556,122352,,walk,,,,,,,,9.9715378,53.549994
557,122383,,walk,,,,,,,,10.0527163,53.5115898
558,122394,,walk,,,,,,,,10.0162945,53.5186642
559,122398,,walk,,,,,,,,10.013075,53.5213155
560,122399,,walk,,,,,,,,10.0037843,53.520388
561,122400,,walk,,,,,,,,9.9936668,53.5194185
562,122408,,walk,,,,,,,,9.9797251,53.5183873
563,122413,,walk,,,,,,,,9.9754096,53.5119815
564,122414,,walk,,,,,,,,9.9726295,53.5121647
565,122416,,walk,,,,,,,,9.9690942,53.513041
566,122419,,walk,,,,,,,,9.9663991,53.5096685
567,10690078,,walk,,,,,,,,10.0223288,53.5459524
568,10695180,,walk,,,,,,,,9.9760661,53.5274804
569,10695182,,walk,,,,,,,,9.9773809,53.5275745
570,10695188,,walk,,,,,,,,10.0089629,53.5232812
571,10695189,,walk,,,,,,,,10.0098832,53.5231362
572,10695194,,walk,,,,,,,,10.0207825,53.5315696
573,10695213,,walk,,,,,,,,10.0271955,53.533633
574,10695381,,walk,,,,,,,,10.0272073,53.5333355
575,10695382,,walk,,,,,,,,10.0289542,53.5352678
576,10695384,,walk,,,,,,,,10.0317346,53.5396494
577,10695385,,walk,,,,,,,,10.0330224,53.5410266
578,10695386,,walk,,,,,,,,10.0320122,53.543309
579,11206073,,walk,,,,,,,,10.0201697,53.5461943
580,11206076,,walk,,,,,,,,10.0239244,53.5465357
581,11206316,,walk,,,,,,,,10.0232914,53.5429863
582,11206317,,walk,,,,,,,,10.0249307,53.5426315
583,11206916,,walk,,,,,,,,10.0178862,53.5491038
584,11206923,,walk,,,,,,,,10.0175494,53.5495425
585,14469666,,walk,,,,,,,,10.0269932,53.5473738
586,14469667,,walk,,,,,,,,10.0245879,53.5456689
587,14571733,,walk,,,,,,,,10.0259428,53.5440889
588,14886715,,walk,,,,,,,,10.0198685,53.5465622
589,14886720,,walk,,,,,,,,10.0304472,53.5453098
590,14958056,,walk,,,,,,,,10.0171883,53.5450698
591,14958057,,walk,,,,,,,,10.0172587,53.5454355
592,14958059,,walk,,,,,,,,10.0235923,53.5454017
593,14958060,,walk,,,,,,,,10.0224577,53.5468645
594,14958061,,walk,,,,,,,,10.0229313,53.5462348
595,14958062,,walk,,,,,,,,10.021622,53.5466332
596,15425989,,walk,,,,,,,,10.0122785,53.5169516
597,15425990,,walk,,,,,,,,10.0166728,53.5174501
598,15425992,,walk,,,,,,,,10.0271028,53.5164826
599,15917989,,walk,,,,,,,,10.0062939,53.5483563
600,16623726,,walk,,,,,,,,10.0416711,53.550942
601,16738091,,walk,,,,,,,,9.9861715,53.5497166
602,16738093,,walk,,,,,,,,9.9873779,53.5488731
603,17209211,,walk,,,,,,,,9.9938062,53.5473532
604,18130090,,walk,,,,,,,,9.9999455,53.5470821
605,18130092,,walk,,,,,,,,9.9970343,53.5463809
606,18130094,,walk,,,,,,,,9.9939696,53.5453071
607,18130097,,walk,,,,,,,,9.9851548,53.5452378
608,18130098,,walk,,,,,,,,9.9843797,53.5455268
609,18130101,,walk,,,,,,,,9.9816788,53.5440754
610,18130103,,walk,,,,,,,,9.9800446,53.5441164
611,18130105,,walk,,,,,,,,9.9767713,53.5443094
612,18130107,,walk,,,,,,,,9.9760188,53.544208
613,18130108,,walk,,,,,,,,9.9763133,53.544452
614,18130111,,walk,,,,,,,,9.9731566,53.5454726
615,18130114,,walk,,,,,,,,9.972484,53.5453733
616,18130121,,walk,,,,,,,,9.9658592,53.5463515
617,18130130,,walk,,,,,,,,9.9856457,53.5449892
618,18653539,,walk,,,,,,,,9.9833058,53.5483633
619,18653551,,walk,,,,,,,,9.9851891,53.5499487
620,18653553,,walk,,,,,,,,9.9839776,53.5495467
621,18653556,,walk,,,,,,,,9.9863042,53.5488679
622,18653557,,walk,,,,,,,,9.9857101,53.5491049
623,18653561,,walk,,,,,,,,9.985266,53.5492266
624,18653564,,walk,,,,,,,,9.981385,53.546039
625,18653565,,walk,,,,,,,,9.981134,53.5457706
626,20938599,,walk,,,,,,,,9.9937447,53.5485433
627,20938601,,walk,,,,,,,,9.9942636,53.5478628
628,20995676,,walk,,,,,,,,10.0503412,53.5327385
629,20995677,,walk,,,,,,,,10.0507205,53.5317135
630,20995685,,walk,,,,,,,,10.049856,53.5319911
631,21296077,,walk,,,,,,,,10.042159,53.536644
632,21296093,,walk,,,,,,,,10.04125,53.532266
633,21296095,,walk,,,,,,,,10.0442757,53.5297921
634,21296450,,walk,,,,,,,,10.0496815,53.5413916
635,21296451,,walk,,,,,,,,10.0454842,53.5402734
636,21482707,,walk,,,,,,,,9.9675696,53.5373259
637,21482708,,walk,,,,,,,,9.9680097,53.5371424
638,21482713,,walk,,,,,,,,9.969738,53.5298634
639,21482725,,walk,,,,,,,,9.9758448,53.5279387
640,21482730,,walk,,,,,,,,9.9744204,53.5278659
641,21544418,,walk,,,,,,,,9.9761681,53.5097871
642,21545211,,walk,,,,,,,,10.0416615,53.5342352
643,21545215,,walk,,,,,,,,10.0418888,53.5352371
644,21654999,,walk,,,,,,,,10.0082568,53.5480303
645,21765918,,walk,,,,,,,,9.9862655,53.5476574
646,21892607,,walk,,,,,,,,9.9921683,53.5420002
647,21892653,,walk,,,,,,,,9.9990425,53.5428315
648,25075661,,walk,,,,,,,,9.9669648,53.5458168
649,25075662,,walk,,,,,,,,9.9692951,53.5457937
650,25075665,,walk,,,,,,,,9.9662557,53.5460848
651,25075669,,walk,,,,,,,,9.9662472,53.5458337
652,25075671,,walk,,,,,,,,9.96701,53.5461012
653,25075675,,walk,,,,,,,,9.9689237,53.54585
654,25075677,,walk,,,,,,,,9.9881981,53.5448363
655,25075678,,walk,,,,,,,,9.9892429,53.5460293
656,25075681,,walk,,,,,,,,9.9914168,53.5459566
657,25075683,,walk,,,,,,,,9.9913181,53.5453432
658,25075695,,walk,,,,,,,,9.9888922,53.5470573
659,25075700,,walk,,,,,,,,9.9871771,53.5459988
660,25075702,,walk,,,,,,,,9.9868071,53.5449334
661,25075703,,walk,,,,,,,,9.9864926,53.5466768
662,25075704,,walk,,,,,,,,9.9856499,53.5457642
663,25075706,,walk,,,,,,,,9.9855382,53.5456184
664,25075708,,walk,,,,,,,,9.9873723,53.5473647
665,25229987,,walk,,,,,,,,9.9694231,53.5152147
666,25229992,,walk,,,,,,,,9.9674066,53.5122874
667,25230049,,walk,,,,,,,,9.9686719,53.5127764
668,25478578,,walk,,,,,,,,9.9742236,53.5494777
669,25608004,,walk,,,,,,,,9.9884904,53.5156177
670,25608005,,walk,,,,,,,,9.9947995,53.5153407
671,25608006,,walk,,,,,,,,9.9948778,53.5160439
672,25608007,,walk,,,,,,,,10.0006443,53.5150532
673,25608008,,walk,,,,,,,,10.0009767,53.5155861
674,25608010,,walk,,,,,,,,10.0020164,53.5151954
675,25608012,,walk,,,,,,,,9.9883274,53.514264
676,25608013,,walk,,,,,,,,9.9893711,53.5142319
677,25608015,,walk,,,,,,,,9.9892423,53.5128261
678,25608016,,walk,,,,,,,,9.9881813,53.5128122
679,25608017,,walk,,,,,,,,9.9882697,53.5125961
680,25608018,,walk,,,,,,,,9.9869839,53.5126296
681,25608019,,walk,,,,,,,,9.9866748,53.5104777
682,25608020,,walk,,,,,,,,9.9825618,53.5106649
683,25677535,,walk,,,,,,,,10.0324558,53.5350036
684,25677541,,walk,,,,,,,,10.0418682,53.5431624
685,25677542,,walk,,,,,,,,10.0401519,53.5442432
686,25678264,,walk,,,,,,,,9.9934152,53.5162526
687,25678266,,walk,,,,,,,,9.9837014,53.5185116
688,25678268,,walk,,,,,,,,9.9823949,53.5159816
689,25678269,,walk,,,,,,,,9.9854726,53.5171907
690,25678270,,walk,,,,,,,,9.9863598,53.5169245
691,25678271,,walk,,,,,,,,9.9862582,53.5159629
692,25678274,,walk,,,,,,,,9.9859986,53.5143693
693,25678275,,walk,,,,,,,,9.9856183,53.5124897
