id_int,id,location_type,net_type,parent_station,route_type,stop_code,stop_id,stop_name,unique_agency_id,wheelchair_boarding,x,y
3454,979210179,,walk,,,,,,,,10.030045,53.5471303
3455,984549550,,walk,,,,,,,,10.0210843,53.525775
3456,984549555,,walk,,,,,,,,10.0189606,53.5250773
3457,987175830,,walk,,,,,,,,10.0275637,53.5493483
3458,987175837,,walk,,,,,,,,10.0271755,53.5498777
3459,987175842,,walk,,,,,,,,10.0275183,53.5499437
3460,987175853,,walk,,,,,,,,10.0281609,53.5495113
3461,987175860,,walk,,,,,,,,10.0278284,53.549424
3462,989426082,,walk,,,,,,,,10.027392,53.5499222
3463,1033371698,,walk,,,,,,,,9.9663396,53.546055
3464,1033843296,,walk,,,,,,,,9.970916,53.5463089
3465,1033843373,,walk,,,,,,,,9.9694041,53.5461172
3466,1033843465,,walk,,,,,,,,9.9710521,53.5463241
3467,1033843574,,walk,,,,,,,,9.9711106,53.5463998
3468,1033843577,,walk,,,,,,,,9.9727228,53.5461242
3469,1033843677,,walk,,,,,,,,9.9697387,53.5459926
3470,1033843711,,walk,,,,,,,,9.9709718,53.5463305
3471,1034266695,,walk,,,,,,,,9.9714352,53.5466872
3472,1067869857,,walk,,,,,,,,10.0263931,53.5448616
3473,1067869881,,walk,,,,,,,,10.0255202,53.5444721
3474,1067869883,,walk,,,,,,,,10.0264726,53.5447326
3475,1074659652,,walk,,,,,,,,10.0135031,53.5213566
3476,1074659660,,walk,,,,,,,,10.0149997,53.5216307
3477,1088914563,,walk,,,,,,,,10.0330777,53.540245
3478,1109638100,,walk,,,,,,,,10.0226008,53.5448546
3479,1109638103,,walk,,,,,,,,10.0224228,53.5450751
3480,1109638110,,walk,,,,,,,,10.022489,53.5449982
3481,1109638114,,walk,,,,,,,,10.0233229,53.5453257
3482,1109638115,,walk,,,,,,,,10.0234025,53.5453478
3483,1109638116,,walk,,,,,,,,10.0236405,53.5450432
3484,1109638117,,walk,,,,,,,,10.0229949,53.5443451
3485,1109638118,,walk,,,,,,,,10.0225083,53.5449726
3486,1109638127,,walk,,,,,,,,10.0220393,53.5438322
3487,1109638131,,walk,,,,,,,,10.0231652,53.5441208
3488,1109638132,,walk,,,,,,,,10.0230689,53.5442495
3489,1111357433,,walk,,,,,,,,9.9741378,53.5494015
3490,1111357434,,walk,,,,,,,,9.971827,53.5488905
3491,1111357442,,walk,,,,,,,,9.9718501,53.5489594
3492,1111910900,,walk,,,,,,,,10.0098053,53.5447403
3493,1115417236,,walk,,,,,,,,10.0149141,53.5483245
3494,1115417254,,walk,,,,,,,,10.0151755,53.5483963
3495,1115417264,,walk,,,,,,,,10.0145844,53.5487371
3496,1115417311,,walk,,,,,,,,10.0154436,53.5484711
3497,1115417553,,walk,,,,,,,,10.01916,53.5499965
3498,1119736656,,walk,,,,,,,,9.9872952,53.5484222
3499,1130748903,,walk,,,,,,,,10.0134665,53.5481179
3500,1130748921,,walk,,,,,,,,10.0136876,53.5481699
3501,1130748932,,walk,,,,,,,,10.0151235,53.5484885
3502,1130748936,,walk,,,,,,,,10.0189428,53.5499343
3503,1130748940,,walk,,,,,,,,10.0143007,53.5482265
3504,1130748949,,walk,,,,,,,,10.0121665,53.5477086
3505,1130748966,,walk,,,,,,,,10.0142116,53.5483251
3506,1149796747,,walk,,,,,,,,9.9859908,53.5178383
3507,1149796805,,walk,,,,,,,,9.9835307,53.5195911
3508,1149796850,,walk,,,,,,,,9.9800176,53.526256
3509,1149796851,,walk,,,,,,,,9.9937314,53.5143428
3510,1149796901,,walk,,,,,,,,9.9843505,53.519958
3511,1149797062,,walk,,,,,,,,9.9838339,53.520037
3512,1149797090,,walk,,,,,,,,9.9836389,53.5202156
3513,1149797229,,walk,,,,,,,,9.9937654,53.5145805
3514,1149797261,,walk,,,,,,,,9.9813042,53.5197116
3515,1149797301,,walk,,,,,,,,9.9854821,53.5109045
3516,1149797428,,walk,,,,,,,,9.9835096,53.5200866
3517,1149797623,,walk,,,,,,,,9.9893602,53.5138979
3518,1149797643,,walk,,,,,,,,9.9807488,53.5197721
3519,1149797741,,walk,,,,,,,,9.9939885,53.5143291
3520,1149797794,,walk,,,,,,,,9.9922332,53.516987
3521,1149797846,,walk,,,,,,,,9.9920087,53.5164704
3522,1149797866,,walk,,,,,,,,9.9729239,53.5280146
3523,1149797903,,walk,,,,,,,,9.9937985,53.5148098
3524,1149798099,,walk,,,,,,,,9.9822592,53.5194045
3525,1149798104,,walk,,,,,,,,9.9851917,53.5191095
3526,1149798195,,walk,,,,,,,,9.9921083,53.5166941
3527,1149798270,,walk,,,,,,,,9.9839362,53.5193718
3528,1149798307,,walk,,,,,,,,9.9932248,53.5148366
3529,1149798360,,walk,,,,,,,,9.9842851,53.5198093
3530,1149798419,,walk,,,,,,,,9.9882324,53.5120679
3531,1149798488,,walk,,,,,,,,9.9866687,53.5187014
3532,1149798542,,walk,,,,,,,,9.988956,53.5182523
3533,1149798560,,walk,,,,,,,,9.9855185,53.5112656
3534,1149798586,,walk,,,,,,,,9.9809972,53.5197429
3535,1149798719,,walk,,,,,,,,9.993197,53.5146094
3536,1149798768,,walk,,,,,,,,9.9922005,53.5169022
3537,1149798911,,walk,,,,,,,,9.9823752,53.5196108
3538,1149798947,,walk,,,,,,,,9.9838988,53.5201753
3539,1149798997,,walk,,,,,,,,9.9823175,53.5195061
3540,1152926473,,walk,,,,,,,,9.9862295,53.5137267
3541,1152926480,,walk,,,,,,,,9.9860433,53.5138055
3542,1152926524,,walk,,,,,,,,9.9866177,53.5133415
3543,1152926541,,walk,,,,,,,,9.9858582,53.5139253
3544,1156422670,,walk,,,,,,,,9.977022,53.5099044
3545,1158092932,,walk,,,,,,,,10.0391902,53.5336902
3546,1159213699,,walk,,,,,,,,10.0172218,53.5470015
3547,1159355196,,walk,,,,,,,,10.0254268,53.549178
3548,1159355257,,walk,,,,,,,,10.0252068,53.5494636
3549,1159355345,,walk,,,,,,,,10.0252473,53.5494103
3550,1159355375,,walk,,,,,,,,10.0253232,53.5493112
3551,1159355379,,walk,,,,,,,,10.0263735,53.5493845
3552,1159355427,,walk,,,,,,,,10.0255981,53.5495701
3553,1159355434,,walk,,,,,,,,10.0254083,53.5492018
3554,1164891673,,walk,,,,,,,,9.98714,53.5430644
3555,1167052976,,walk,,,,,,,,10.0256839,53.5495955
3556,1167053066,,walk,,,,,,,,10.0272417,53.5493525
3557,1167053125,,walk,,,,,,,,10.0255405,53.5497805
3558,1167053147,,walk,,,,,,,,10.0248386,53.5494812
3559,1167053165,,walk,,,,,,,,10.0247562,53.5495882
3560,1167053206,,walk,,,,,,,,10.0265729,53.5491283
3561,1167053242,,walk,,,,,,,,10.0249132,53.5493837
3562,1167053276,,walk,,,,,,,,10.0256107,53.5496891
3563,1170750282,,walk,,,,,,,,10.0243906,53.5487177
3564,1170750302,,walk,,,,,,,,10.0247019,53.5488006
3565,1170750319,,walk,,,,,,,,10.0241884,53.5491873
3566,1170750346,,walk,,,,,,,,10.0240362,53.5493321
3567,1170750433,,walk,,,,,,,,10.0241906,53.5489866
3568,1170750434,,walk,,,,,,,,10.0240577,53.5491517
3569,1170750454,,walk,,,,,,,,10.0240964,53.5491028
3570,1170750499,,walk,,,,,,,,10.0240931,53.5492611
3571,1180287511,,walk,,,,,,,,10.0236244,53.549933
3572,1180287592,,walk,,,,,,,,10.0237483,53.5497722
3573,1180287605,,walk,,,,,,,,10.0236774,53.5498628
3574,1186046942,,walk,,,,,,,,10.0260198,53.5483604
3575,1186046989,,walk,,,,,,,,10.0262158,53.5484177
3576,1186047023,,walk,,,,,,,,10.0256682,53.5486452
3577,1186047028,,walk,,,,,,,,10.0265935,53.5486806
3578,1186047032,,walk,,,,,,,,10.0260207,53.5485316
3579,1186047035,,walk,,,,,,,,10.0275765,53.5489319
3580,1186047053,,walk,,,,,,,,10.0250048,53.5485577
3581,1186047055,,walk,,,,,,,,10.0253138,53.5486383
3582,1186047060,,walk,,,,,,,,10.027717,53.5487532
3583,1186047098,,walk,,,,,,,,10.0263921,53.5486289
3584,1186047105,,walk,,,,,,,,10.0252631,53.5487102
3585,1186047146,,walk,,,,,,,,10.0268307,53.5487298
3586,1186047161,,walk,,,,,,,,10.0261079,53.5485539
3587,1186047174,,walk,,,,,,,,10.0251765,53.5488206
3588,1186047204,,walk,,,,,,,,10.0259068,53.5485025
3589,1186047264,,walk,,,,,,,,10.0268547,53.5488157
3590,1186047285,,walk,,,,,,,,10.0256097,53.5487164
3591,1186047312,,walk,,,,,,,,10.0261276,53.548392
3592,1186047314,,walk,,,,,,,,10.0274793,53.5487332
3593,1186047321,,walk,,,,,,,,10.0252117,53.548034
3594,1186047350,,walk,,,,,,,,10.0266042,53.5490273
3595,1186047360,,walk,,,,,,,,10.0251915,53.5483404
3596,1186047371,,walk,,,,,,,,10.0265427,53.5489715
3597,1186047373,,walk,,,,,,,,10.0249234,53.5479537
3598,1186047375,,walk,,,,,,,,10.0267949,53.5488943
3599,1186047377,,walk,,,,,,,,10.0252733,53.5481905
3600,1186047405,,walk,,,,,,,,10.0273412,53.5488649
3601,1186047406,,walk,,,,,,,,10.0250914,53.5484709
3602,1186047408,,walk,,,,,,,,10.025801,53.5484738
3603,1186047410,,walk,,,,,,,,10.0249622,53.5488713
3604,1186047441,,walk,,,,,,,,10.0257572,53.5485309
3605,1186047450,,walk,,,,,,,,10.0269088,53.5487486
3606,1196960935,,walk,,,,,,,,9.9885736,53.5193882
3607,1196960936,,walk,,,,,,,,10.0100223,53.5213368
3608,1196960942,,walk,,,,,,,,9.9984516,53.5198188
3609,1196960945,,walk,,,,,,,,10.0141346,53.520631
3610,1196960947,,walk,,,,,,,,10.0105856,53.5212956
3611,1196960949,,walk,,,,,,,,9.9925478,53.5195877
3612,1196960951,,walk,,,,,,,,10.0102506,53.5213286
3613,1196960965,,walk,,,,,,,,9.9996097,53.5200475
3614,1196960966,,walk,,,,,,,,9.9882293,53.5189982
3615,1196960969,,walk,,,,,,,,10.0139808,53.5209377
3616,1196960976,,walk,,,,,,,,10.0106994,53.5210852
3617,1196960980,,walk,,,,,,,,9.9977498,53.5197768
3618,1196960983,,walk,,,,,,,,9.9917708,53.5193958
3619,1196960984,,walk,,,,,,,,10.0019103,53.5201968
3620,1196960988,,walk,,,,,,,,10.0029073,53.5202929
3621,1211239061,,walk,,,,,,,,9.9664943,53.5104071
3622,1215982738,,walk,,,,,,,,9.9864524,53.5498315
3623,1215982741,,walk,,,,,,,,9.9862184,53.5494746
3624,1215982745,,walk,,,,,,,,9.9860264,53.5496661
3625,1215982746,,walk,,,,,,,,9.9861038,53.5495753
3626,1215982748,,walk,,,,,,,,9.9862839,53.5494252
3627,1217197749,,walk,,,,,,,,9.9830402,53.549302
3628,1217212991,,walk,,,,,,,,9.9864685,53.5474998
3629,1217212997,,walk,,,,,,,,9.9862798,53.5474002
3630,1217213001,,walk,,,,,,,,9.9861707,53.5474475
3631,1217213006,,walk,,,,,,,,9.9861643,53.547552
3632,1217577599,,walk,,,,,,,,10.014896,53.5212386
3633,1217577630,,walk,,,,,,,,10.0331849,53.5215526
3634,1217577646,,walk,,,,,,,,10.0226153,53.5230026
3635,1217577665,,walk,,,,,,,,10.0146937,53.5228511
3636,1219393517,,walk,,,,,,,,10.0332689,53.5489139
3637,1219393575,,walk,,,,,,,,10.0332096,53.5489818
3638,1225727360,,walk,,,,,,,,9.9924101,53.5192998
3639,1225931656,,walk,,,,,,,,9.9770947,53.5116863
3640,1225931701,,walk,,,,,,,,9.9818105,53.5210691
3641,1229017794,,walk,,,,,,,,9.9828346,53.5139434
3642,1229017799,,walk,,,,,,,,9.9823226,53.5145879
3643,1229017816,,walk,,,,,,,,9.9826298,53.5139143
3644,1229017858,,walk,,,,,,,,9.9823659,53.5139051
3645,1229547111,,walk,,,,,,,,9.9727429,53.5253207
3646,1229547112,,walk,,,,,,,,9.9665582,53.5163366
3647,1229547115,,walk,,,,,,,,9.9728189,53.5257767
3648,1229547129,,walk,,,,,,,,9.9710914,53.5207798
3649,1229547132,,walk,,,,,,,,9.9728847,53.526002
3650,1229547141,,walk,,,,,,,,9.9705052,53.5196431
3651,1229547142,,walk,,,,,,,,9.9734837,53.5267221
3652,1229547143,,walk,,,,,,,,9.9674529,53.516535
3653,1229547144,,walk,,,,,,,,9.9727903,53.5255818
3654,1229547149,,walk,,,,,,,,9.973121,53.5263782
3655,1229547150,,walk,,,,,,,,9.9692556,53.5168752
3656,1229547152,,walk,,,,,,,,9.9729783,53.5261744
3657,1229547153,,walk,,,,,,,,9.9690287,53.516999
3658,1230598736,,walk,,,,,,,,10.0227464,53.5229275
3659,1230598769,,walk,,,,,,,,10.0187722,53.522827
3660,1230598771,,walk,,,,,,,,10.0398601,53.5301001
3661,1230598800,,walk,,,,,,,,10.0176997,53.5226486
3662,1230598846,,walk,,,,,,,,10.0214967,53.522715
3663,1230598850,,walk,,,,,,,,10.0214914,53.5228569
3664,1230598855,,walk,,,,,,,,10.0223886,53.5229192
3665,1230598908,,walk,,,,,,,,10.0219249,53.5227242
3666,1230598949,,walk,,,,,,,,10.0190346,53.522682
3667,1230598954,,walk,,,,,,,,10.0190233,53.5228323
3668,1230598969,,walk,,,,,,,,10.0204336,53.5226958
3669,1230599001,,walk,,,,,,,,10.0187709,53.5229089
3670,1231232148,,walk,,,,,,,,9.9689003,53.546409
3671,1243683856,,walk,,,,,,,,10.0166321,53.5215777
3672,1243683873,,walk,,,,,,,,10.0182011,53.5202532
3673,1243683952,,walk,,,,,,,,10.0171716,53.5213733
3674,1243683960,,walk,,,,,,,,10.0172166,53.5216097
3675,1243684031,,walk,,,,,,,,10.0151154,53.5218151
3676,1243684070,,walk,,,,,,,,10.0219427,53.5205154
3677,1243684073,,walk,,,,,,,,10.018401,53.5202551
3678,1243684077,,walk,,,,,,,,10.0149855,53.5218094
3679,1243684279,,walk,,,,,,,,10.0180774,53.520252
3680,1243684291,,walk,,,,,,,,10.0158302,53.5218524
3681,1244631460,,walk,,,,,,,,10.0161436,53.5212626
3682,1244842714,,walk,,,,,,,,10.0191879,53.5193629
3683,1244842728,,walk,,,,,,,,10.0183167,53.5193867
3684,1244842780,,walk,,,,,,,,10.0210414,53.518942
3685,1245563799,,walk,,,,,,,,10.0195021,53.5183769
3686,1247809507,,walk,,,,,,,,10.0308981,53.5484545
3687,1250881900,,walk,,,,,,,,9.9729366,53.5250568
3688,1250881907,,walk,,,,,,,,9.9729516,53.5249702
3689,1250881908,,walk,,,,,,,,9.9727731,53.5251761
3690,1250881910,,walk,,,,,,,,9.9727506,53.5250476
3691,1260230937,,walk,,,,,,,,10.0213847,53.5235564
3692,1260231039,,walk,,,,,,,,10.0214873,53.5229609
3693,1260231145,,walk,,,,,,,,10.0201576,53.5235898
3694,1260271212,,walk,,,,,,,,9.990786,53.5475058
3695,1260271214,,walk,,,,,,,,9.9862259,53.5474242
3696,1260271233,,walk,,,,,,,,9.9908183,53.5475068
3697,1260271236,,walk,,,,,,,,9.9908017,53.5477385
3698,1260271239,,walk,,,,,,,,9.9862673,53.5474618
3699,1260436820,,walk,,,,,,,,9.9908142,53.5476183
3700,1260436822,,walk,,,,,,,,9.9907909,53.5476179
3701,1260436825,,walk,,,,,,,,9.9913377,53.5473711
3702,1260436834,,walk,,,,,,,,9.9914005,53.5475242
3703,1260436839,,walk,,,,,,,,9.991279,53.5476289
3704,1260436842,,walk,,,,,,,,9.9913582,53.547523
3705,1270264662,,walk,,,,,,,,10.015889,53.5205935
3706,1270264684,,walk,,,,,,,,10.0159835,53.5212417
3707,1270264731,,walk,,,,,,,,10.0159372,53.5208899
3708,1271886539,,walk,,,,,,,,9.9935834,53.5428223
3709,1271886543,,walk,,,,,,,,9.9946145,53.5431893
3710,1271886546,,walk,,,,,,,,9.9946785,53.5429013
3711,1271886547,,walk,,,,,,,,9.9942854,53.5428765
3712,1271886552,,walk,,,,,,,,9.9949321,53.5428326
3713,1271886553,,walk,,,,,,,,9.9934353,53.5428106
3714,1271886557,,walk,,,,,,,,9.9950919,53.5422118
3715,1271886561,,walk,,,,,,,,9.9946052,53.5432393
3716,1271886564,,walk,,,,,,,,9.9942545,53.5430294
3717,1271886570,,walk,,,,,,,,9.9949125,53.5429186
3718,1271904950,,walk,,,,,,,,9.9867899,53.5450337
3719,1271912438,,walk,,,,,,,,9.9992794,53.5420133
3720,1271912445,,walk,,,,,,,,9.9989705,53.542666
3721,1271912451,,walk,,,,,,,,9.999816,53.5439626
3722,1271912475,,walk,,,,,,,,9.9989465,53.5428967
3723,1271912477,,walk,,,,,,,,9.9984004,53.5435538
3724,1271912478,,walk,,,,,,,,9.9993748,53.5422665
3725,1271912480,,walk,,,,,,,,9.9987414,53.5442306
3726,1271912484,,walk,,,,,,,,9.9989611,53.5439186
3727,1271912485,,walk,,,,,,,,9.9981947,53.5440435
3728,1271912488,,walk,,,,,,,,9.9982985,53.5438256
3729,1271912494,,walk,,,,,,,,9.9988034,53.5428628
3730,1271912495,,walk,,,,,,,,9.9988172,53.5430152
3731,1271912498,,walk,,,,,,,,9.998796,53.5431247
3732,1271912503,,walk,,,,,,,,9.9985159,53.5435726
3733,1272392347,,walk,,,,,,,,9.9950175,53.5425007
3734,1272392357,,walk,,,,,,,,9.9946651,53.5425695
3735,1272392363,,walk,,,,,,,,9.9948845,53.5425456
3736,1272392384,,walk,,,,,,,,9.9949599,53.5424303
3737,1272392407,,walk,,,,,,,,9.9947507,53.5425734
3738,1272392422,,walk,,,,,,,,9.9949274,53.5425178
3739,1272392455,,walk,,,,,,,,9.994859,53.5425556
3740,1272392464,,walk,,,,,,,,9.9978521,53.5439421
3741,1272392467,,walk,,,,,,,,9.9948353,53.5425623
3742,1272392479,,walk,,,,,,,,9.9949484,53.5424816
3743,1272392482,,walk,,,,,,,,9.9985787,53.5428069
3744,1272392501,,walk,,,,,,,,9.9947183,53.5425734
3745,1272392506,,walk,,,,,,,,9.9949121,53.5425301
3746,1272392535,,walk,,,,,,,,9.9948092,53.5425675
3747,1272392537,,walk,,,,,,,,9.9949436,53.5424971
3748,1272392568,,walk,,,,,,,,9.9946934,53.542572
3749,1272392571,,walk,,,,,,,,9.9949013,53.5425371
3750,1272392648,,walk,,,,,,,,9.9947818,53.5425712
3751,1272392655,,walk,,,,,,,,9.9949361,53.5425082
3752,1275947915,,walk,,,,,,,,10.0024268,53.5457125
3753,1275947966,,walk,,,,,,,,9.9973618,53.5438204
3754,1275948055,,walk,,,,,,,,9.9981001,53.5439986
3755,1275948130,,walk,,,,,,,,9.9982266,53.5439774
3756,1275948147,,walk,,,,,,,,9.9997127,53.5413753
3757,1278083517,,walk,,,,,,,,9.9930997,53.544093
3758,1278083526,,walk,,,,,,,,9.9940787,53.5452209
3759,1278083530,,walk,,,,,,,,9.9933514,53.5449223
3760,1278083531,,walk,,,,,,,,9.9930926,53.5440838
3761,1286634943,,walk,,,,,,,,10.0014435,53.5493649
3762,1291648038,,walk,,,,,,,,9.9816189,53.5204499
3763,1296102455,,walk,,,,,,,,10.0307497,53.5349715
3764,1296102472,,walk,,,,,,,,10.034369,53.538309
3765,1296102474,,walk,,,,,,,,10.0341139,53.5383758
3766,1296102485,,walk,,,,,,,,10.0303671,53.5378489
3767,1296102502,,walk,,,,,,,,10.038165,53.5303577
3768,1296102530,,walk,,,,,,,,10.0296227,53.5390671
3769,1296102539,,walk,,,,,,,,10.0349173,53.5382679
3770,1296102546,,walk,,,,,,,,10.0337228,53.5385791
3771,1296102549,,walk,,,,,,,,10.0311192,53.5391338
3772,1296102558,,walk,,,,,,,,10.0338458,53.5385929
3773,1296102564,,walk,,,,,,,,10.0287551,53.5344245
3774,1296102569,,walk,,,,,,,,10.0325037,53.5391011
3775,1296102590,,walk,,,,,,,,10.0344735,53.5384844
3776,1296102593,,walk,,,,,,,,10.0342175,53.5385469
3777,1296102596,,walk,,,,,,,,10.0350764,53.5382284
3778,1296102601,,walk,,,,,,,,10.0338584,53.5412128
3779,1296102607,,walk,,,,,,,,10.0338435,53.5384307
3780,1296189658,,walk,,,,,,,,10.0317169,53.5354203
3781,1296189696,,walk,,,,,,,,10.0318284,53.5365008
3782,1296189711,,walk,,,,,,,,10.0309747,53.5351891
3783,1296189739,,walk,,,,,,,,10.0320935,53.5357376
3784,1296189759,,walk,,,,,,,,10.0380578,53.5302404
3785,1296189771,,walk,,,,,,,,10.029949,53.5355954
3786,1296189789,,walk,,,,,,,,10.0303724,53.5347357
3787,1296189814,,walk,,,,,,,,10.0303791,53.5361696
3788,1296189825,,walk,,,,,,,,10.0320036,53.5358135
3789,1296189858,,walk,,,,,,,,10.0302265,53.5359907
3790,1296189970,,walk,,,,,,,,10.0296139,53.5350661
3791,1296189973,,walk,,,,,,,,10.0308833,53.5351304
3792,1296189975,,walk,,,,,,,,10.0308633,53.5350238
3793,1315360240,,walk,,,,,,,,10.0253647,53.5487437
3794,1315360241,,walk,,,,,,,,10.0249261,53.5493244
3795,1315360242,,walk,,,,,,,,10.0252852,53.548849
3796,1315360243,,walk,,,,,,,,10.0248873,53.5493767
3797,1315360244,,walk,,,,,,,,10.0254253,53.5486655
3798,1315360246,,walk,,,,,,,,10.025,53.5492223
3799,1318484544,,walk,,,,,,,,9.9793972,53.5479061
3800,1320085649,,walk,,,,,,,,9.9786467,53.54717
3801,1320961271,,walk,,,,,,,,9.9788658,53.5479961
3802,1331186710,,walk,,,,,,,,9.9809791,53.5443953
3803,1331214955,,walk,,,,,,,,9.979018,53.5480008
3804,1332078198,,walk,,,,,,,,9.9815395,53.544297
3805,1332078205,,walk,,,,,,,,9.9815227,53.544345
3806,1341674448,,walk,,,,,,,,10.021863,53.5430001
3807,1341674449,,walk,,,,,,,,10.0219426,53.543357
3808,1341674450,,walk,,,,,,,,10.0215956,53.5425698
3809,1341674452,,walk,,,,,,,,10.0219102,53.5432418
3810,1341677863,,walk,,,,,,,,10.0219786,53.5435585
3811,1341708786,,walk,,,,,,,,10.0213142,53.5416669
3812,1341708792,,walk,,,,,,,,10.0210363,53.5417359
3813,1341708795,,walk,,,,,,,,10.021604,53.5428018
3814,1341708796,,walk,,,,,,,,10.0219707,53.5426794
3815,1360283723,,walk,,,,,,,,9.9781536,53.54837
3816,1360348141,,walk,,,,,,,,9.979132,53.5480398
3817,1360348143,,walk,,,,,,,,9.9788637,53.5480301
3818,1360435380,,walk,,,,,,,,9.9858751,53.5499054
3819,1362165319,,walk,,,,,,,,10.0110352,53.5216913
3820,1362165322,,walk,,,,,,,,10.0104656,53.5222259
3821,1369970454,,walk,,,,,,,,9.999167,53.5494075
3822,1369970457,,walk,,,,,,,,9.9989587,53.5493819
3823,1369986479,,walk,,,,,,,,10.0020746,53.5436464
3824,1380551209,,walk,,,,,,,,10.023188,53.5249999
3825,1380551215,,walk,,,,,,,,10.0232002,53.5249952
3826,1380551220,,walk,,,,,,,,10.0229912,53.5250845
3827,1380551224,,walk,,,,,,,,10.0231726,53.5250078
3828,1380551225,,walk,,,,,,,,10.0231256,53.5250299
3829,1380551226,,walk,,,,,,,,10.0231125,53.5250374
3830,1380591849,,walk,,,,,,,,10.0282952,53.5328045
3831,1380591854,,walk,,,,,,,,10.0283613,53.5327654
3832,1380591870,,walk,,,,,,,,10.0281879,53.5328816
3833,1380937513,,walk,,,,,,,,9.9692851,53.5164902
3834,1385791348,,walk,,,,,,,,10.0291662,53.54495
3835,1396402497,,walk,,,,,,,,9.9711936,53.5276634
3836,1397367350,,walk,,,,,,,,9.9822618,53.544274
3837,1412965774,,walk,,,,,,,,9.997062,53.5470566
3838,1412965777,,walk,,,,,,,,9.9883263,53.5493453
3839,1417225582,,walk,,,,,,,,9.9736439,53.5281754
3840,1417225585,,walk,,,,,,,,9.9743846,53.5282099
3841,1417225592,,walk,,,,,,,,9.9773027,53.5282919
3842,1423129447,,walk,,,,,,,,10.0341985,53.5368291
3843,1423129451,,walk,,,,,,,,10.0336236,53.537411
3844,1423129453,,walk,,,,,,,,10.0337092,53.5370296
3845,1423129457,,walk,,,,,,,,10.0337924,53.5371606
3846,1426647213,,walk,,,,,,,,10.0233007,53.5342831
3847,1427493514,,walk,,,,,,,,10.0244717,53.528743
3848,1427493537,,walk,,,,,,,,10.0237604,53.5290373
3849,1427493538,,walk,,,,,,,,10.0236583,53.5290994
3850,1427493547,,walk,,,,,,,,10.02337,53.5291299
3851,1427493550,,walk,,,,,,,,10.0235314,53.5291274
3852,1427493556,,walk,,,,,,,,10.0237278,53.5292105
3853,1427493560,,walk,,,,,,,,10.0236029,53.5292411
3854,1427493569,,walk,,,,,,,,10.0239944,53.529387
3855,1427493577,,walk,,,,,,,,10.0238694,53.5294181
3856,1427493580,,walk,,,,,,,,10.0236042,53.5294847
3857,1427493582,,walk,,,,,,,,10.0237405,53.5294502
3858,1427800402,,walk,,,,,,,,9.9683527,53.5375661
3859,1427800433,,walk,,,,,,,,9.9660173,53.5402555
3860,1427800444,,walk,,,,,,,,9.966071,53.540643
3861,1427800446,,walk,,,,,,,,9.9660617,53.5407811
3862,1427800449,,walk,,,,,,,,9.9660523,53.5409193
3863,1427800452,,walk,,,,,,,,9.9652025,53.5411933
3864,1427800453,,walk,,,,,,,,9.9660324,53.5412158
3865,1428146657,,walk,,,,,,,,9.9748515,53.5276103
3866,1428146663,,walk,,,,,,,,9.9758662,53.5276507
3867,1428395890,,walk,,,,,,,,10.0074326,53.5229939
3868,1428395892,,walk,,,,,,,,10.0082744,53.5231744
3869,1428395896,,walk,,,,,,,,10.0083791,53.5232443
3870,1428396204,,walk,,,,,,,,9.9775418,53.5273365
3871,1430519600,,walk,,,,,,,,10.0422472,53.5400391
3872,1430519608,,walk,,,,,,,,10.0428132,53.5401093
3873,1430519613,,walk,,,,,,,,10.0394017,53.5402217
3874,1430519615,,walk,,,,,,,,10.0423847,53.5403716
3875,1430519625,,walk,,,,,,,,10.0404741,53.5407594
3876,1430519627,,walk,,,,,,,,10.0404923,53.5408962
3877,1430519629,,walk,,,,,,,,10.038126,53.5411478
3878,1430556268,,walk,,,,,,,,9.9944915,53.5170551
3879,1431400351,,walk,,,,,,,,10.0394758,53.5327322
3880,1431400360,,walk,,,,,,,,10.039722,53.5330237
3881,1431400385,,walk,,,,,,,,10.0395054,53.533394
3882,1431400466,,walk,,,,,,,,10.0417245,53.534531
3883,1431400470,,walk,,,,,,,,10.0415063,53.5345452
3884,1431400475,,walk,,,,,,,,10.041341,53.5345561
3885,1431400603,,walk,,,,,,,,10.0367822,53.5357958
3886,1431400605,,walk,,,,,,,,10.0369461,53.5359053
3887,1431400616,,walk,,,,,,,,10.0371171,53.5360203
3888,1431400621,,walk,,,,,,,,10.0374861,53.5360583
3889,1445079671,,walk,,,,,,,,9.9695759,53.5165358
3890,1445079673,,walk,,,,,,,,9.9693646,53.5164381
3891,1445079675,,walk,,,,,,,,9.9699581,53.5167206
3892,1445788002,,walk,,,,,,,,9.9751788,53.5115526
3893,1445788013,,walk,,,,,,,,9.9755289,53.5109302
3894,1446061362,,walk,,,,,,,,9.9654161,53.5166941
3895,1446061395,,walk,,,,,,,,9.9680432,53.5161094
3896,1446061412,,walk,,,,,,,,9.9681092,53.5167104
3897,1447361127,,walk,,,,,,,,10.0058118,53.5186782
3898,1448697212,,walk,,,,,,,,9.9674432,53.5109089
3899,1448942228,,walk,,,,,,,,10.0269201,53.5463119
3900,1449439802,,walk,,,,,,,,9.9865903,53.549634
3901,1450587198,,walk,,,,,,,,10.0470154,53.5321625
3902,1450587200,,walk,,,,,,,,10.046754,53.5322636
3903,1450587202,,walk,,,,,,,,10.0464973,53.5323629
3904,1450587205,,walk,,,,,,,,10.0462241,53.5324685
3905,1450587210,,walk,,,,,,,,10.0459842,53.5325613
