education,food,groceries,nightlife,x,y
0,1,0,0,10.0507955,53.5551536
0,1,0,0,9.8305156,53.6499721
1,0,0,0,9.9881784,53.5733746
0,1,0,0,10.0236822,53.5683952
0,1,0,0,9.9816007,53.5678383
0,1,0,0,9.9820548,53.5680789
0,0,1,0,10.279973,53.4688765
0,0,1,0,10.0956279,53.6597273
0,1,0,0,9.9889997,53.5896806
0,1,0,1,9.9878885,53.590172
0,0,1,0,10.0445275,53.5941386
0,1,0,0,10.2863654,53.6632088
0,1,0,0,10.2839136,53.6624118
0,1,0,0,9.9565587,53.5494955
0,0,1,0,9.9825097,53.5683345
0,1,0,0,9.9834408,53.5691191
0,0,1,0,9.9841968,53.5698814
0,1,0,0,9.9843617,53.5701249
0,1,0,0,9.9548577,53.4519584
0,1,0,0,10.035003,53.4171597
0,1,0,0,9.963972,53.562414
0,0,1,0,9.8875893,53.6015264
0,1,0,0,10.0004796,53.7130759
0,1,0,0,9.9953543,53.5706951
0,1,0,0,9.9951235,53.5717746
0,1,0,0,10.011158,53.5597584
0,1,0,1,10.0088008,53.5535609
0,1,0,1,10.009589,53.5559035
0,1,0,0,10.2754094,53.6007842
0,1,0,0,10.0934197,53.6550388
0,0,1,0,9.9285533,53.5536738
0,0,1,0,9.9323153,53.5529922
0,0,1,0,9.8587752,53.5982583
0,1,0,0,9.822503,53.559049
0,0,1,0,9.8698492,53.5936247
0,1,0,0,10.2402381,53.6747687
0,1,0,0,10.2354446,53.6697495
0,1,0,0,10.236103,53.669827
0,1,0,0,10.2397062,53.6727962
0,0,1,0,10.1575779,53.4893119
0,1,0,0,10.1055768,53.7081468
0,0,1,0,9.9543559,53.5689589
0,1,0,0,10.0228225,53.548447
0,1,0,0,9.9309799,53.5514623
0,1,0,0,9.9305686,53.5517299
0,1,0,0,9.9636318,53.5601993
0,0,1,0,9.9399046,53.5583199
0,1,0,1,9.9459206,53.544474
0,1,0,1,9.9461236,53.5445819
0,1,0,0,10.030565,53.5848732
0,1,0,0,10.0382916,53.5871253
0,1,0,0,9.9899266,53.7069835
0,0,1,0,9.9662203,53.4580337
0,1,0,0,10.0083509,53.5559169
0,1,0,0,9.9830542,53.5478776
0,1,0,0,9.9827795,53.5478991
0,1,0,1,9.9821122,53.5480941
0,1,0,0,9.984733,53.5492719
0,0,0,1,9.9848943,53.5492265
0,1,0,0,9.9850662,53.5491812
0,1,0,0,9.9343254,53.4349373
0,1,0,0,9.9653235,53.5531752
0,0,1,0,9.9350988,53.5804416
0,0,0,1,9.9525942,53.5459707
0,1,0,0,10.1743948,53.5194992
0,0,0,1,10.0275389,53.5694668
0,0,1,0,9.9708779,53.581333
0,0,1,0,9.933141,53.5540615
0,1,0,0,9.9650353,53.5791065
0,1,0,0,10.0277807,53.5522658
0,0,1,0,10.2261565,53.5440879
0,0,1,0,10.2309657,53.5460627
1,0,0,0,9.9772812,53.5680052
1,0,0,0,9.9784657,53.56852
1,0,0,0,9.9779807,53.5688143
0,0,1,0,10.216478,53.5421999
0,0,1,0,10.2140592,53.5432891
0,1,0,0,10.21843,53.5488805
0,0,1,0,10.1507351,53.5253594
0,1,0,0,10.3034211,53.4287295
0,1,0,0,10.1460976,53.5693329
1,0,0,0,10.2507603,53.5308785
0,0,1,0,9.8864397,53.559557
0,1,0,0,9.7510077,53.6817912
0,0,1,0,10.2558776,53.6881793
0,1,0,0,9.9923552,53.5489504
0,0,1,0,9.8140133,53.5645195
0,0,1,0,10.020493,53.4196272
0,0,1,0,10.050072,53.5871913
0,1,0,0,10.0867258,53.5750908
0,0,0,1,9.9808718,53.4634766
0,1,0,0,9.9793662,53.4616986
0,0,1,0,9.9843324,53.460145
0,1,0,0,10.016452,53.555719
0,1,0,0,10.0190274,53.5569135
1,0,0,0,10.0501367,53.582423
0,0,0,1,10.012043,53.5575214
1,0,0,0,10.1341428,53.4169118
0,1,0,1,10.1355929,53.6151268
0,1,0,0,10.135819,53.6140169
0,0,1,0,10.2569675,53.6912481
0,1,0,0,9.9761012,53.5446559
0,1,0,0,9.9885647,53.5454027
