id_int,id,net_type,x,y
1,090000109008_hamburger_verkehrsverbund_(hvv)_1466_1_hamburger_verkehrsverbund_(hvv),,10.018928319647,53.556617458713
2,090000109014_hamburger_verkehrsverbund_(hvv)_1466_1_hamburger_verkehrsverbund_(hvv),,10.009659035476,53.552023705914
3,090000109018_hamburger_verkehrsverbund_(hvv)_1466_1_hamburger_verkehrsverbund_(hvv),,10.006168049166,53.54924969764
4,090000119007_hamburger_verkehrsverbund_(hvv)_1466_1_hamburger_verkehrsverbund_(hvv),,10.000654971556,53.547714551660995
5,090000119004_hamburger_verkehrsverbund_(hvv)_1466_1_hamburger_verkehrsverbund_(hvv),,9.993551897939,53.552347382141
6,090000119006_hamburger_verkehrsverbund_(hvv)_1466_1_hamburger_verkehrsverbund_(hvv),,10.000592302323,53.547616236847
7,090000109019_hamburger_verkehrsverbund_(hvv)_1466_1_hamburger_verkehrsverbund_(hvv),,10.006318896145999,53.549248427605
8,090000109015_hamburger_verkehrsverbund_(hvv)_1466_1_hamburger_verkehrsverbund_(hvv),,10.009686424728,53.551906664189
9,000000539344_hamburger_verkehrsverbund_(hvv)_5206_4_hamburger_verkehrsverbund_(hvv),,9.985198489606,53.537015552246
10,000000539341_hamburger_verkehrsverbund_(hvv)_1261_4_hamburger_verkehrsverbund_(hvv),,9.976081642854,53.528212780183
11,000000539366_hamburger_verkehrsverbund_(hvv)_1261_4_hamburger_verkehrsverbund_(hvv),,9.974212172886,53.540708769750005
12,000009539341_hamburger_verkehrsverbund_(hvv)_1261_4_hamburger_verkehrsverbund_(hvv),,9.981898596527,53.524130663503996
13,090000109021_hamburger_verkehrsverbund_(hvv)_8802_1_hamburger_verkehrsverbund_(hvv),,10.023090843555,53.553392078372
14,090000109012_hamburger_verkehrsverbund_(hvv)_8802_1_hamburger_verkehrsverbund_(hvv),,10.005136433973,53.554101512989995
15,090000119025_hamburger_verkehrsverbund_(hvv)_8802_1_hamburger_verkehrsverbund_(hvv),,9.994480446921001,53.553337038716
16,090000119021_hamburger_verkehrsverbund_(hvv)_8802_1_hamburger_verkehrsverbund_(hvv),,9.986477718422,53.555694632662004
17,090000109010_hamburger_verkehrsverbund_(hvv)_8803_1_hamburger_verkehrsverbund_(hvv),,10.02301736466,53.5534735761
18,090000109017_hamburger_verkehrsverbund_(hvv)_8803_1_hamburger_verkehrsverbund_(hvv),,10.009438955116,53.552286141791
19,090000119009_hamburger_verkehrsverbund_(hvv)_8803_1_hamburger_verkehrsverbund_(hvv),,10.001704424637001,53.551263981974
20,090000119011_hamburger_verkehrsverbund_(hvv)_8803_1_hamburger_verkehrsverbund_(hvv),,9.994715544888999,53.550495696153
21,090000119013_hamburger_verkehrsverbund_(hvv)_8803_1_hamburger_verkehrsverbund_(hvv),,9.986941080868,53.548376697581
22,090000119014_hamburger_verkehrsverbund_(hvv)_8803_1_hamburger_verkehrsverbund_(hvv),,9.981321994905,53.54418186066
23,090000119012_hamburger_verkehrsverbund_(hvv)_8803_1_hamburger_verkehrsverbund_(hvv),,9.987001209599,53.548367215624
24,090000119010_hamburger_verkehrsverbund_(hvv)_8803_1_hamburger_verkehrsverbund_(hvv),,9.994730208429,53.550477603307
25,090000119008_hamburger_verkehrsverbund_(hvv)_8803_1_hamburger_verkehrsverbund_(hvv),,10.001718873132,53.551236904659994
26,090000109016_hamburger_verkehrsverbund_(hvv)_8803_1_hamburger_verkehrsverbund_(hvv),,10.009480788964,53.552142021892
27,090000109021_hamburger_verkehrsverbund_(hvv)_8804_1_hamburger_verkehrsverbund_(hvv),,10.023090843555,53.553392078372
28,090000109012_hamburger_verkehrsverbund_(hvv)_8804_1_hamburger_verkehrsverbund_(hvv),,10.005136433973,53.554101512989995
29,090000119027_hamburger_verkehrsverbund_(hvv)_8804_1_hamburger_verkehrsverbund_(hvv),,9.994496376326,53.55337284776
30,090000119412_hamburger_verkehrsverbund_(hvv)_8804_1_hamburger_verkehrsverbund_(hvv),,9.998490141811,53.540355632931
31,090000119422_hamburger_verkehrsverbund_(hvv)_8804_1_hamburger_verkehrsverbund_(hvv),,10.007635317525,53.540521478745
32,090000119020_hamburger_verkehrsverbund_(hvv)_8802_1_hamburger_verkehrsverbund_(hvv),,9.986460540187,53.555604920568
33,090000119024_hamburger_verkehrsverbund_(hvv)_8802_1_hamburger_verkehrsverbund_(hvv),,9.99443265887,53.553229611567
34,090000109013_hamburger_verkehrsverbund_(hvv)_8802_1_hamburger_verkehrsverbund_(hvv),,10.005194435903,53.554002185749
35,090000119018_hamburger_verkehrsverbund_(hvv)_8802_1_hamburger_verkehrsverbund_(hvv),,9.976590170044,53.558156955510995
36,090000119026_hamburger_verkehrsverbund_(hvv)_8804_1_hamburger_verkehrsverbund_(hvv),,9.994416518793,53.55318481887
37,090000109013_hamburger_verkehrsverbund_(hvv)_8804_1_hamburger_verkehrsverbund_(hvv),,10.005194435903,53.554002185749
38,090000119432_hamburger_verkehrsverbund_(hvv)_8804_1_hamburger_verkehrsverbund_(hvv),,10.023573106611,53.535246358507
39,090000119421_hamburger_verkehrsverbund_(hvv)_8804_1_hamburger_verkehrsverbund_(hvv),,10.007652960953,53.540629155093
40,090000119411_hamburger_verkehrsverbund_(hvv)_8804_1_hamburger_verkehrsverbund_(hvv),,9.998447858606,53.54048178208
41,000000100025_G_hamburger_verkehrsverbund_(hvv)_1136_3_hamburger_verkehrsverbund_(hvv),,10.023880528802,53.553600966247
42,000000100009_G_hamburger_verkehrsverbund_(hvv)_1136_3_hamburger_verkehrsverbund_(hvv),,10.011310874998,53.55232422973
43,000000100025_G_hamburger_verkehrsverbund_(hvv)_1137_3_hamburger_verkehrsverbund_(hvv),,10.023880528802,53.553600966247
44,000000100009_G_hamburger_verkehrsverbund_(hvv)_1137_3_hamburger_verkehrsverbund_(hvv),,10.011310874998,53.55232422973
45,000000538061_hamburger_verkehrsverbund_(hvv)_6881_3_hamburger_verkehrsverbund_(hvv),,10.019415805151,53.530456710917996
46,000000538071_hamburger_verkehrsverbund_(hvv)_6881_3_hamburger_verkehrsverbund_(hvv),,10.013007997487,53.529262228859
47,000000538162_hamburger_verkehrsverbund_(hvv)_6881_3_hamburger_verkehrsverbund_(hvv),,10.01642266694,53.527013824755
48,000000538052_hamburger_verkehrsverbund_(hvv)_6881_3_hamburger_verkehrsverbund_(hvv),,10.012080793134,53.523267804797
49,000000538141_hamburger_verkehrsverbund_(hvv)_6881_3_hamburger_verkehrsverbund_(hvv),,9.999045557571,53.526154011518
50,000000538032_hamburger_verkehrsverbund_(hvv)_6881_3_hamburger_verkehrsverbund_(hvv),,9.995182477581,53.526680448315
51,000000538022_hamburger_verkehrsverbund_(hvv)_6881_3_hamburger_verkehrsverbund_(hvv),,9.988857361368,53.527685417815
52,000000538132_hamburger_verkehrsverbund_(hvv)_6881_3_hamburger_verkehrsverbund_(hvv),,9.986002564534001,53.527484374002
53,000000538131_hamburger_verkehrsverbund_(hvv)_6881_3_hamburger_verkehrsverbund_(hvv),,9.985836090602,53.527458791349
54,000000538011_hamburger_verkehrsverbund_(hvv)_6881_3_hamburger_verkehrsverbund_(hvv),,9.980640524765,53.527762122425
55,000000538111_hamburger_verkehrsverbund_(hvv)_6881_3_hamburger_verkehrsverbund_(hvv),,9.9814360644,53.528905724846
56,000000538102_hamburger_verkehrsverbund_(hvv)_6881_3_hamburger_verkehrsverbund_(hvv),,9.981810184094,53.532038563079006
57,000000538021_hamburger_verkehrsverbund_(hvv)_6881_3_hamburger_verkehrsverbund_(hvv),,9.990599383268,53.527374469099996
58,000000538031_hamburger_verkehrsverbund_(hvv)_6881_3_hamburger_verkehrsverbund_(hvv),,9.994941249902,53.526682457229995
59,000000538041_hamburger_verkehrsverbund_(hvv)_6881_3_hamburger_verkehrsverbund_(hvv),,10.006689320376001,53.523546973738
60,000000538091_hamburger_verkehrsverbund_(hvv)_6881_3_hamburger_verkehrsverbund_(hvv),,9.984574079481,53.537407071278
61,000000538101_hamburger_verkehrsverbund_(hvv)_6881_3_hamburger_verkehrsverbund_(hvv),,9.981855314703,53.532685142325
62,000000538112_hamburger_verkehrsverbund_(hvv)_6881_3_hamburger_verkehrsverbund_(hvv),,9.981390831654,53.52890609636599
63,000000538051_hamburger_verkehrsverbund_(hvv)_6881_3_hamburger_verkehrsverbund_(hvv),,10.011833587471,53.523018305769995
64,000000530012_G_hamburger_verkehrsverbund_(hvv)_6881_3_hamburger_verkehrsverbund_(hvv),,9.974416322817,53.527929853729
65,000000100024_G_hamburger_verkehrsverbund_(hvv)_1177_3_hamburger_verkehrsverbund_(hvv),,10.033157888775001,53.554734164799996
66,000000100025_G_hamburger_verkehrsverbund_(hvv)_1177_3_hamburger_verkehrsverbund_(hvv),,10.023880528802,53.553600966247
