,,access,area,bridge,distance,est_width,from,highway,junction,lanes,maxspeed,name,oneway,ref,service,to,tunnel,width,weight,net_type,from_int,to_int
288037206,25151388,,,,14.975351,,288037206,cycleway,,,,,,,,25151388,,,0.179704212,walk,1311,172
25151388,288037206,,,,14.975351,,25151388,cycleway,,,,,,,,288037206,,,0.179704212,walk,172,1311
25151388,2213988057,,,,69.782056,,25151388,cycleway,,,,,,,,2213988057,,,0.837384672,walk,172,3917
2213988057,25151388,,,,69.782056,,2213988057,cycleway,,,,,,,,25151388,,,0.837384672,walk,3917,172
2213988057,247189765,,,,5.821604,,2213988057,cycleway,,,,,,,,247189765,,,0.069859248,walk,3917,782
247189765,2213988057,,,,5.821604,,247189765,cycleway,,,,,,,,2213988057,,,0.069859248,walk,782,3917
29274621,247189770,,,,79.588375,,29274621,cycleway,,,,,,,,247189770,,,0.9550605000000001,walk,461,784
247189770,29274621,,,,79.588375,,247189770,cycleway,,,,,,,,29274621,,,0.9550605000000001,walk,784,461
247189770,247189767,,,,89.250644,,247189770,cycleway,,,,,,,,247189767,,,1.0710077279999999,walk,784,783
247189767,247189770,,,,89.250644,,247189767,cycleway,,,,,,,,247189770,,,1.0710077279999999,walk,783,784
247189767,371241939,,,,4.505301,,247189767,cycleway,,,,,,,,371241939,,,0.054063612000000004,walk,783,2394
371241939,247189767,,,,4.505301,,371241939,cycleway,,,,,,,,247189767,,,0.054063612000000004,walk,2394,783
5813943858,247189770,,,,170.506866,,5813943858,track,,,,Suvannonpolku,,,,247189770,,,2.046082392,walk,6354,784
247189770,5813943858,,,,170.506866,,247189770,track,,,,Suvannonpolku,,,,5813943858,,,2.046082392,walk,784,6354
247189770,29274627,,,,195.207288,,247189770,track,,,,Suvannonpolku,,,,29274627,,,2.342487456,walk,784,464
29274627,247189770,,,,195.207288,,29274627,track,,,,Suvannonpolku,,,,247189770,,,2.342487456,walk,464,784
371241937,30893204,,,,3.892322,,371241937,track,,,,Raudunkuja,,,,30893204,,,0.046707864,walk,2393,543
30893204,371241937,,,,3.892322,,30893204,track,,,,Raudunkuja,,,,371241937,,,0.046707864,walk,543,2393
30893204,247189807,,,,33.7911,,30893204,track,,,,Raudunkuja,,,,247189807,,,0.4054932,walk,543,788
247189807,30893204,,,,33.7911,,247189807,track,,,,Raudunkuja,,,,30893204,,,0.4054932,walk,788,543
247189801,5604726126,,,,4.792215,,247189801,cycleway,,,,,,,,5604726126,,,0.05750658,walk,786,6170
5604726126,247189801,,,,4.792215,,5604726126,cycleway,,,,,,,,247189801,,,0.05750658,walk,6170,786
5604726126,29274629,,,,97.604269,,5604726126,cycleway,,,,,,,,29274629,,,1.171251228,walk,6170,465
29274629,5604726126,,,,97.604269,,29274629,cycleway,,,,,,,,5604726126,,,1.171251228,walk,465,6170
413546565,29274632,,,,6.91186,,413546565,cycleway,,,,Metsäpirtinpolku,,,,29274632,,,0.08294232,walk,2514,467
29274632,413546565,,,,6.91186,,29274632,cycleway,,,,Metsäpirtinpolku,,,,413546565,,,0.08294232,walk,467,2514
29274632,1578730300,,,,6.286344,,29274632,cycleway,,,,Metsäpirtinpolku,,,,1578730300,,,0.075436128,walk,467,3406
1578730300,29274632,,,,6.286344,,1578730300,cycleway,,,,Metsäpirtinpolku,,,,29274632,,,0.075436128,walk,3406,467
1578730300,29274630,,,,84.335925,,1578730300,cycleway,,,,Metsäpirtinpolku,,,,29274630,,,1.0120311000000002,walk,3406,466
29274630,1578730300,,,,84.335925,,29274630,cycleway,,,,Metsäpirtinpolku,,,,1578730300,,,1.0120311000000002,walk,466,3406
29274630,247189804,,,,36.551249,,29274630,cycleway,,,,Metsäpirtinpolku,,,,247189804,,,0.438614988,walk,466,787
247189804,29274630,,,,36.551249,,247189804,cycleway,,,,Metsäpirtinpolku,,,,29274630,,,0.438614988,walk,787,466
29274625,31923355,,,,138.953308,,29274625,track,,,,,,,,31923355,,,1.667439696,walk,463,563
31923355,29274625,,,,138.953308,,31923355,track,,,,,,,,29274625,,,1.667439696,walk,563,463
505077117,247189812,,,,7.525789,,505077117,footway,,,,,,,,247189812,,,0.090309468,walk,2730,790
247189812,505077117,,,,7.525789,,247189812,footway,,,,,,,,505077117,,,0.090309468,walk,790,2730
247189812,247189811,,,,149.678326,,247189812,footway,,,,,,,,247189811,,,1.7961399120000001,walk,790,789
247189811,247189812,,,,149.678326,,247189811,footway,,,,,,,,247189812,,,1.7961399120000001,walk,789,790
5840081825,1006010198,,,,61.94153,,5840081825,cycleway,,,,,,,,1006010198,,,0.74329836,walk,6376,3114
1006010198,5840081825,,,,61.94153,,1006010198,cycleway,,,,,,,,5840081825,,,0.74329836,walk,3114,6376
1006010198,25199520,,,,15.80295,,1006010198,cycleway,,,,,,,,25199520,,,0.1896354,walk,3114,294
25199520,1006010198,,,,15.80295,,25199520,cycleway,,,,,,,,1006010198,,,0.1896354,walk,294,3114
247209199,3181342162,,,,55.684221,,247209199,cycleway,,,,,,,,3181342162,,,0.6682106520000001,walk,792,4264
3181342162,247209199,,,,55.684221,,3181342162,cycleway,,,,,,,,247209199,,,0.6682106520000001,walk,4264,792
3181342162,3181341344,,,,99.269132,,3181342162,cycleway,,,,,,,,3181341344,,,1.191229584,walk,4264,4254
3181341344,3181342162,,,,99.269132,,3181341344,cycleway,,,,,,,,3181342162,,,1.191229584,walk,4254,4264
3181341344,247213882,,,,7.217585,,3181341344,cycleway,,,,,,,,247213882,,,0.08661102,walk,4254,798
247213882,3181341344,,,,7.217585,,247213882,cycleway,,,,,,,,3181341344,,,0.08661102,walk,798,4254
247213882,3181341359,,,,6.73979,,247213882,cycleway,,,,,,,,3181341359,,,0.08087748,walk,798,4263
3181341359,247213882,,,,6.73979,,3181341359,cycleway,,,,,,,,247213882,,,0.08087748,walk,4263,798
247209202,247209204,,,,38.850619,,247209202,cycleway,,,,,,,,247209204,,,0.46620742800000003,walk,793,794
247209204,247209202,,,,38.850619,,247209204,cycleway,,,,,,,,247209202,,,0.46620742800000003,walk,794,793
247209202,247209199,,,,37.912061,,247209202,cycleway,,,,,,,,247209199,,,0.454944732,walk,793,792
247209199,247209202,,,,37.912061,,247209199,cycleway,,,,,,,,247209202,,,0.454944732,walk,792,793
247209199,6725962183,,,,147.622488,,247209199,cycleway,,,,,,,,6725962183,,,1.7714698560000002,walk,792,7006
6725962183,247209199,,,,147.622488,,6725962183,cycleway,,,,,,,,247209199,,,1.7714698560000002,walk,7006,792
6725962183,2492182939,,,,41.180114,,6725962183,cycleway,,,,,,,,2492182939,,,0.49416136800000005,walk,7006,4095
2492182939,6725962183,,,,41.180114,,2492182939,cycleway,,,,,,,,6725962183,,,0.49416136800000005,walk,4095,7006
2227181836,3181341352,,,,0.843884,,2227181836,cycleway,,,,,,,,3181341352,,,0.010126608,walk,3958,4261
3181341352,2227181836,,,,0.843884,,3181341352,cycleway,,,,,,,,2227181836,,,0.010126608,walk,4261,3958
3181341352,247209941,,,,7.35932,,3181341352,cycleway,,,,,,,,247209941,,,0.08831184,walk,4261,795
247209941,3181341352,,,,7.35932,,247209941,cycleway,,,,,,,,3181341352,,,0.08831184,walk,795,4261
247220586,2227181878,,,,22.645287,,247220586,cycleway,,,,Tuulikannel,,,,2227181878,,,0.271743444,walk,806,3975
2227181878,247220586,,,,22.645287,,2227181878,cycleway,,,,Tuulikannel,,,,247220586,,,0.271743444,walk,3975,806
2227181878,6680568696,,,,5.808956,,2227181878,cycleway,,,,Tuulikannel,,,,6680568696,,,0.069707472,walk,3975,6968
6680568696,2227181878,,,,5.808956,,6680568696,cycleway,,,,Tuulikannel,,,,2227181878,,,0.069707472,walk,6968,3975
6680568696,418125464,,,,60.649849,,6680568696,cycleway,,,,Tuulikannel,,,,418125464,,,0.7277981880000001,walk,6968,2532
418125464,6680568696,,,,60.649849,,418125464,cycleway,,,,Tuulikannel,,,,6680568696,,,0.7277981880000001,walk,2532,6968
247220571,26479255,,,,6.922248,,247220571,cycleway,,,,,,,,26479255,,,0.083066976,walk,804,368
26479255,247220571,,,,6.922248,,26479255,cycleway,,,,,,,,247220571,,,0.083066976,walk,368,804
26479255,247220564,,,,86.93476,,26479255,cycleway,,,,,,,,247220564,,,1.04321712,walk,368,803
247220564,26479255,,,,86.93476,,247220564,cycleway,,,,,,,,26479255,,,1.04321712,walk,803,368
266450120,266383058,,,,6.70188,,266450120,cycleway,,,,,,,,266383058,,,0.08042256,walk,1154,1151
266383058,266450120,,,,6.70188,,266383058,cycleway,,,,,,,,266450120,,,0.08042256,walk,1151,1154
266383058,5618405641,,,,5.484351,,266383058,cycleway,,,,,,,,5618405641,,,0.06581221200000001,walk,1151,6208
5618405641,266383058,,,,5.484351,,5618405641,cycleway,,,,,,,,266383058,,,0.06581221200000001,walk,6208,1151
5618405641,5618405639,,,,6.551564,,5618405641,cycleway,,,,,,,,5618405639,,,0.078618768,walk,6208,6207
5618405639,5618405641,,,,6.551564,,5618405639,cycleway,,,,,,,,5618405641,,,0.078618768,walk,6207,6208
5618405639,6834035268,,,,35.585274,,5618405639,cycleway,,,,,,,,6834035268,,,0.427023288,walk,6207,7158
6834035268,5618405639,,,,35.585274,,6834035268,cycleway,,,,,,,,5618405639,,,0.427023288,walk,7158,6207
6834035268,266383066,,,,15.018234,,6834035268,cycleway,,,,,,,,266383066,,,0.180218808,walk,7158,1152
266383066,6834035268,,,,15.018234,,266383066,cycleway,,,,,,,,6834035268,,,0.180218808,walk,1152,7158
266383066,266383067,,,,39.166372,,266383066,cycleway,,,,,,,,266383067,,,0.46999646400000006,walk,1152,1153
266383067,266383066,,,,39.166372,,266383067,cycleway,,,,,,,,266383066,,,0.46999646400000006,walk,1153,1152
266383067,266450121,,,,84.986868,,266383067,cycleway,,,,,,,,266450121,,,1.0198424160000001,walk,1153,1155
266450121,266383067,,,,84.986868,,266450121,cycleway,,,,,,,,266383067,,,1.0198424160000001,walk,1155,1153
266450121,6835647657,,,,10.198432,,266450121,cycleway,,,,,,,,6835647657,,,0.12238118400000002,walk,1155,7170
6835647657,266450121,,,,10.198432,,6835647657,cycleway,,,,,,,,266450121,,,0.12238118400000002,walk,7170,1155
6835647657,357889441,,,,14.128905,,6835647657,cycleway,,,,,,,,357889441,,,0.16954686,walk,7170,2300
357889441,6835647657,,,,14.128905,,357889441,cycleway,,,,,,,,6835647657,,,0.16954686,walk,2300,7170
357889441,357889445,,,,5.713683,,357889441,cycleway,,,,,,,,357889445,,,0.068564196,walk,2300,2302
357889445,357889441,,,,5.713683,,357889445,cycleway,,,,,,,,357889441,,,0.068564196,walk,2302,2300
357889445,357889444,,,,5.874549,,357889445,cycleway,,,,,,,,357889444,,,0.07049458800000001,walk,2302,2301
357889444,357889445,,,,5.874549,,357889444,cycleway,,,,,,,,357889445,,,0.07049458800000001,walk,2301,2302
6834041385,6834035254,,,,50.36447,,6834041385,cycleway,,,,,,,,6834035254,,,0.60437364,walk,7160,7152
6834035254,6834041385,,,,50.36447,,6834035254,cycleway,,,,,,,,6834041385,,,0.60437364,walk,7152,7160
1783146449,6834035259,,,,32.036994,,1783146449,service,,,,,,,parking_aisle,6834035259,,,0.38444392800000005,walk,3762,7155
6834035259,1783146449,,,,32.036994,,6834035259,service,,,,,,,parking_aisle,1783146449,,,0.38444392800000005,walk,7155,3762
6834035259,1783146463,,,,34.540138,,6834035259,service,,,,,,,parking_aisle,1783146463,,,0.41448165600000003,walk,7155,3763
1783146463,6834035259,,,,34.540138,,1783146463,service,,,,,,,parking_aisle,6834035259,,,0.41448165600000003,walk,3763,7155
1783146463,266383066,,,,8.030394,,1783146463,service,,,,,,,parking_aisle,266383066,,,0.096364728,walk,3763,1152
266383066,1783146463,,,,8.030394,,266383066,service,,,,,,,parking_aisle,1783146463,,,0.096364728,walk,1152,3763
266383066,247241944,,,,6.418548,,266383066,service,,,,,,,parking_aisle,247241944,,,0.07702257600000001,walk,1152,812
247241944,266383066,,,,6.418548,,247241944,service,,,,,,,parking_aisle,266383066,,,0.07702257600000001,walk,812,1152
247242426,247242433,,,,40.403206,,247242426,cycleway,,,,,,,,247242433,,,0.484838472,walk,813,814
247242433,247242426,,,,40.403206,,247242433,cycleway,,,,,,,,247242426,,,0.484838472,walk,814,813
247242433,6595782735,,,,54.688875,,247242433,cycleway,,,,,,,,6595782735,,,0.6562665000000001,walk,814,6911
6595782735,247242433,,,,54.688875,,6595782735,cycleway,,,,,,,,247242433,,,0.6562665000000001,walk,6911,814
6595782735,6595782734,,,,38.457212,,6595782735,cycleway,,,,,,,,6595782734,,,0.461486544,walk,6911,6910
6595782734,6595782735,,,,38.457212,,6595782734,cycleway,,,,,,,,6595782735,,,0.461486544,walk,6910,6911
6595782734,247241459,,,,47.590131,,6595782734,cycleway,,,,,,,,247241459,,,0.571081572,walk,6910,811
247241459,6595782734,,,,47.590131,,247241459,cycleway,,,,,,,,6595782734,,,0.571081572,walk,811,6910
25156903,25156905,,,,17.503243,,25156903,secondary,,1,50,Kuusisaarentie,yes,,,25156905,,,0.21003891600000002,walk,219,220
25156905,25156903,,,,17.503243,,25156905,secondary,,1,50,Kuusisaarentie,yes,,,25156903,,,0.21003891600000002,walk,220,219
25156905,945957683,,,,4.328768,,25156905,secondary,,1,50,Kuusisaarentie,yes,,,945957683,,,0.051945216,walk,220,2980
945957683,25156905,,,,4.328768,,945957683,secondary,,1,50,Kuusisaarentie,yes,,,25156905,,,0.051945216,walk,2980,220
247366513,247366514,,,,8.677913,,247366513,cycleway,,,,,,,,247366514,,,0.10413495600000001,walk,817,818
247366514,247366513,,,,8.677913,,247366514,cycleway,,,,,,,,247366513,,,0.10413495600000001,walk,818,817
247366514,247366515,,,,7.972175,,247366514,cycleway,,,,,,,,247366515,,,0.0956661,walk,818,819
247366515,247366514,,,,7.972175,,247366515,cycleway,,,,,,,,247366514,,,0.0956661,walk,819,818
247420414,31121554,,,,96.611808,,247420414,residential,,,30,Hakamäentie,,,,31121554,,,1.159341696,walk,820,555
31121554,247420414,,,,96.611808,,31121554,residential,,,30,Hakamäentie,,,,247420414,,,1.159341696,walk,555,820
31121554,3140807263,,,,102.849415,,31121554,residential,,,30,Hakamäentie,,,,3140807263,,,1.23419298,walk,555,4249
3140807263,31121554,,,,102.849415,,3140807263,residential,,,30,Hakamäentie,,,,31121554,,,1.23419298,walk,4249,555
3140807263,2930761156,,,,62.102173,,3140807263,residential,,,30,Hakamäentie,,,,2930761156,,,0.745226076,walk,4249,4195
2930761156,3140807263,,,,62.102173,,2930761156,residential,,,30,Hakamäentie,,,,3140807263,,,0.745226076,walk,4195,4249
2930761156,27511375,,,,27.691207,,2930761156,residential,,,30,Hakamäentie,,,,27511375,,,0.332294484,walk,4195,439
27511375,2930761156,,,,27.691207,,27511375,residential,,,30,Hakamäentie,,,,2930761156,,,0.332294484,walk,439,4195
27511375,27511373,,,,153.06655,,27511375,residential,,,30,Hakamäentie,,,,27511373,,,1.8367986000000003,walk,439,438
27511373,27511375,,,,153.06655,,27511373,residential,,,30,Hakamäentie,,,,27511375,,,1.8367986000000003,walk,438,439
27511373,247420419,,,,24.686847,,27511373,residential,,,30,Hakamäentie,,,,247420419,,,0.29624216400000003,walk,438,822
247420419,27511373,,,,24.686847,,247420419,residential,,,30,Hakamäentie,,,,27511373,,,0.29624216400000003,walk,822,438
247420419,5927443937,,,,47.154236,,247420419,residential,,,30,Hakamäentie,,,,5927443937,,,0.565850832,walk,822,6477
5927443937,247420419,,,,47.154236,,5927443937,residential,,,30,Hakamäentie,,,,247420419,,,0.565850832,walk,6477,822
5927443937,213447214,,,,6.153113,,5927443937,residential,,,30,Hakamäentie,,,,213447214,,,0.073837356,walk,6477,709
213447214,5927443937,,,,6.153113,,213447214,residential,,,30,Hakamäentie,,,,5927443937,,,0.073837356,walk,709,6477
213447214,2010696948,,,,7.543675,,213447214,residential,,,30,Hakamäentie,,,,2010696948,,,0.09052410000000001,walk,709,3870
2010696948,213447214,,,,7.543675,,2010696948,residential,,,30,Hakamäentie,,,,213447214,,,0.09052410000000001,walk,3870,709
2010696948,26399852,,,,9.24834,,2010696948,residential,,,30,Hakamäentie,,,,26399852,,,0.11098008000000001,walk,3870,354
26399852,2010696948,,,,9.24834,,26399852,residential,,,30,Hakamäentie,,,,2010696948,,,0.11098008000000001,walk,354,3870
31121553,247420421,,,,16.388183,,31121553,service,,,,,,,,247420421,,,0.19665819600000004,walk,554,824
247420421,31121553,,,,16.388183,,247420421,service,,,,,,,,31121553,,,0.19665819600000004,walk,824,554
247420421,247420423,,,,39.167944,,247420421,service,,,,,,,,247420423,,,0.470015328,walk,824,825
247420423,247420421,,,,39.167944,,247420423,service,,,,,,,,247420421,,,0.470015328,walk,825,824
30470076,4116956598,,,,77.530965,,30470076,service,,,,,,,driveway,4116956598,,,0.93037158,walk,532,4507
4116956598,30470076,,,,77.530965,,4116956598,service,,,,,,,driveway,30470076,,,0.93037158,walk,4507,532
4116956598,4116956595,,,,18.788255,,4116956598,service,,,,,,,driveway,4116956595,,,0.22545906000000002,walk,4507,4506
4116956595,4116956598,,,,18.788255,,4116956595,service,,,,,,,driveway,4116956598,,,0.22545906000000002,walk,4506,4507
4116956595,4116956592,,,,17.646927,,4116956595,service,,,,,,,driveway,4116956592,,,0.21176312400000002,walk,4506,4505
4116956592,4116956595,,,,17.646927,,4116956592,service,,,,,,,driveway,4116956595,,,0.21176312400000002,walk,4505,4506
4116956592,4116955787,,,,15.473817,,4116956592,service,,,,,,,driveway,4116955787,,,0.185685804,walk,4505,4504
4116955787,4116956592,,,,15.473817,,4116955787,service,,,,,,,driveway,4116956592,,,0.185685804,walk,4504,4505
4116955787,248514757,,,,16.275148,,4116955787,service,,,,,,,driveway,248514757,,,0.19530177600000004,walk,4504,944
248514757,4116955787,,,,16.275148,,248514757,service,,,,,,,driveway,4116955787,,,0.19530177600000004,walk,944,4504
248514757,4116955781,,,,12.437968,,248514757,service,,,,,,,driveway,4116955781,,,0.149255616,walk,944,4501
4116955781,248514757,,,,12.437968,,4116955781,service,,,,,,,driveway,248514757,,,0.149255616,walk,4501,944
4116955781,4116955782,,,,15.580828,,4116955781,service,,,,,,,driveway,4116955782,,,0.186969936,walk,4501,4502
4116955782,4116955781,,,,15.580828,,4116955782,service,,,,,,,driveway,4116955781,,,0.186969936,walk,4502,4501
4116955782,4116955783,,,,16.145148,,4116955782,service,,,,,,,driveway,4116955783,,,0.193741776,walk,4502,4503
4116955783,4116955782,,,,16.145148,,4116955783,service,,,,,,,driveway,4116955782,,,0.193741776,walk,4503,4502
5514300405,6816878012,,,,24.300932,,5514300405,service,,,,,,,parking_aisle,6816878012,,,0.291611184,walk,5807,7092
6816878012,5514300405,,,,24.300932,,6816878012,service,,,,,,,parking_aisle,5514300405,,,0.291611184,walk,7092,5807
25090353,286101436,,yes,,19.981552,,25090353,residential,,,30,,,,,286101436,,,0.23977862400000002,walk,142,1304
286101436,25090353,,yes,,19.981552,,286101436,residential,,,30,,,,,25090353,,,0.23977862400000002,walk,1304,142
286101436,25090353,,yes,,19.981552,,286101436,residential,,,30,,,,,25090353,,,0.23977862400000002,walk,1304,142
25090353,286101436,,yes,,19.981552,,25090353,residential,,,30,,,,,286101436,,,0.23977862400000002,walk,142,1304
24556192,984601984,,,,6.76045,,24556192,service,,,,Kuusitorpantie,,,,984601984,,,0.0811254,walk,19,3044
984601984,24556192,,,,6.76045,,984601984,service,,,,Kuusitorpantie,,,,24556192,,,0.0811254,walk,3044,19
24556192,299703213,,,,30.870429,,24556192,residential,,2,30,Kuusitorpantie,,,,299703213,,,0.37044514800000006,walk,19,1472
299703213,24556192,,,,30.870429,,299703213,residential,,2,30,Kuusitorpantie,,,,24556192,,,0.37044514800000006,walk,1472,19
299703213,3060419060,,,,9.08155,,299703213,residential,,2,30,Kuusitorpantie,,,,3060419060,,,0.10897860000000001,walk,1472,4243
3060419060,299703213,,,,9.08155,,3060419060,residential,,2,30,Kuusitorpantie,,,,299703213,,,0.10897860000000001,walk,4243,1472
247420416,31121558,,,,164.119607,,247420416,path,,,,,,,,31121558,,60cm,1.9694352840000002,walk,821,556
31121558,247420416,,,,164.119607,,31121558,path,,,,,,,,247420416,,60cm,1.9694352840000002,walk,556,821
30470071,769528347,,,,3.640497,,30470071,cycleway,,,,,,,,769528347,,,0.043685964,walk,529,2888
769528347,30470071,,,,3.640497,,769528347,cycleway,,,,,,,,30470071,,,0.043685964,walk,2888,529
769528347,769527471,,,,6.448983,,769528347,cycleway,,,,,,,,769527471,,,0.07738779600000001,walk,2888,2885
769527471,769528347,,,,6.448983,,769527471,cycleway,,,,,,,,769528347,,,0.07738779600000001,walk,2885,2888
769527471,248418581,,,,27.679294,,769527471,cycleway,,,,,,,,248418581,,,0.33215152800000003,walk,2885,896
248418581,769527471,,,,27.679294,,248418581,cycleway,,,,,,,,769527471,,,0.33215152800000003,walk,896,2885
417278879,357526406,,,,194.916958,,417278879,cycleway,,,,,,,,357526406,,,2.339003496,walk,2531,2278
357526406,417278879,,,,194.916958,,357526406,cycleway,,,,,,,,417278879,,,2.339003496,walk,2278,2531
357526406,5570855605,,,,1.753327,,357526406,cycleway,,,,,,,,5570855605,,,0.021039924,walk,2278,5924
5570855605,357526406,,,,1.753327,,5570855605,cycleway,,,,,,,,357526406,,,0.021039924,walk,5924,2278
5570855605,247738890,,,,8.71055,,5570855605,cycleway,,,,,,,,247738890,,,0.1045266,walk,5924,831
247738890,5570855605,,,,8.71055,,247738890,cycleway,,,,,,,,5570855605,,,0.1045266,walk,831,5924
247738890,3818570558,,,,5.34191,,247738890,cycleway,,,,,,,,3818570558,,,0.06410292000000001,walk,831,4392
3818570558,247738890,,,,5.34191,,3818570558,cycleway,,,,,,,,247738890,,,0.06410292000000001,walk,4392,831
3818570558,247738892,,,,61.551446,,3818570558,cycleway,,,,,,,,247738892,,,0.738617352,walk,4392,832
247738892,3818570558,,,,61.551446,,247738892,cycleway,,,,,,,,3818570558,,,0.738617352,walk,832,4392
392016873,247739433,,,,6.502223,,392016873,cycleway,,,,Liekkiönpolku,,,,247739433,,,0.078026676,walk,2410,833
247739433,392016873,,,,6.502223,,247739433,cycleway,,,,Liekkiönpolku,,,,392016873,,,0.078026676,walk,833,2410
247739433,247739434,,,,88.157047,,247739433,cycleway,,,,Liekkiönpolku,,,,247739434,,,1.057884564,walk,833,834
247739434,247739433,,,,88.157047,,247739434,cycleway,,,,Liekkiönpolku,,,,247739433,,,1.057884564,walk,834,833
247739434,356642109,,,,4.914785,,247739434,cycleway,,,,Liekkiönpolku,,,,356642109,,,0.05897742,walk,834,2252
356642109,247739434,,,,4.914785,,356642109,cycleway,,,,Liekkiönpolku,,,,247739434,,,0.05897742,walk,2252,834
27028969,248155526,,,,15.497192,,27028969,service,,,,Nallenpolku,,,,248155526,,,0.185966304,walk,412,837
248155526,27028969,,,,15.497192,,248155526,service,,,,Nallenpolku,,,,27028969,,,0.185966304,walk,837,412
248155526,248155527,,,,30.555904,,248155526,service,,,,Nallenpolku,,,,248155527,,,0.36667084800000005,walk,837,838
248155527,248155526,,,,30.555904,,248155527,service,,,,Nallenpolku,,,,248155526,,,0.36667084800000005,walk,838,837
248155527,1458131805,,,,28.333687,,248155527,service,,,,Nallenpolku,,,,1458131805,,,0.340004244,walk,838,3306
1458131805,248155527,,,,28.333687,,1458131805,service,,,,Nallenpolku,,,,248155527,,,0.340004244,walk,3306,838
248513423,481132116,,,,4.297462,,248513423,service,,,,,,,,481132116,,,0.05156954400000001,walk,935,2670
481132116,248513423,,,,4.297462,,481132116,service,,,,,,,,248513423,,,0.05156954400000001,walk,2670,935
248155532,1446354911,,,,11.627579,,248155532,residential,,,30,Neulaspolku,,,,1446354911,,,0.13953094800000002,walk,839,3296
1446354911,248155532,,,,11.627579,,1446354911,residential,,,30,Neulaspolku,,,,248155532,,,0.13953094800000002,walk,3296,839
1446354911,248155534,,,,73.343117,,1446354911,residential,,,30,Neulaspolku,,,,248155534,,,0.8801174040000002,walk,3296,840
248155534,1446354911,,,,73.343117,,248155534,residential,,,30,Neulaspolku,,,,1446354911,,,0.8801174040000002,walk,840,3296
248155534,248155535,,,,32.850929,,248155534,residential,,,30,Neulaspolku,,,,248155535,,,0.394211148,walk,840,841
248155535,248155534,,,,32.850929,,248155535,residential,,,30,Neulaspolku,,,,248155534,,,0.394211148,walk,841,840
25199824,25199826,,,yes,46.864585,,25199824,cycleway,,,,,,,,25199826,,,0.5623750200000001,walk,319,320
25199826,25199824,,,yes,46.864585,,25199826,cycleway,,,,,,,,25199824,,,0.5623750200000001,walk,320,319
26479268,5960890255,,,,7.742797,,26479268,residential,,,30,Mäntyviita,yes,,,5960890255,,,0.092913564,walk,371,6522
5960890255,26479268,,,,7.742797,,5960890255,residential,,,30,Mäntyviita,yes,,,26479268,,,0.092913564,walk,6522,371
5960890255,27030756,,,,180.452323,,5960890255,residential,,,30,Mäntyviita,yes,,,27030756,,,2.1654278760000003,walk,6522,414
27030756,5960890255,,,,180.452323,,27030756,residential,,,30,Mäntyviita,yes,,,5960890255,,,2.1654278760000003,walk,414,6522
27030756,248506581,,,,32.34756,,27030756,residential,,,30,Mäntyviita,yes,,,248506581,,,0.38817072,walk,414,913
248506581,27030756,,,,32.34756,,248506581,residential,,,30,Mäntyviita,yes,,,27030756,,,0.38817072,walk,913,414
248506581,2213988046,,,,40.169193,,248506581,residential,,,30,Mäntyviita,yes,,,2213988046,,,0.482030316,walk,913,3913
2213988046,248506581,,,,40.169193,,2213988046,residential,,,30,Mäntyviita,yes,,,248506581,,,0.482030316,walk,3913,913
248155545,248155549,,,,49.775919,,248155545,residential,,,30,Kimmeltie,yes,,,248155549,,,0.597311028,walk,844,845
248155549,248155545,,,,49.775919,,248155549,residential,,,30,Kimmeltie,yes,,,248155545,,,0.597311028,walk,845,844
248155917,6435275299,private,,,28.232351,,248155917,service,,,,,,,,6435275299,,,0.33878821200000003,walk,846,6884
6435275299,248155917,private,,,28.232351,,6435275299,service,,,,,,,,248155917,,,0.33878821200000003,walk,6884,846
6435275299,28839005,private,,,33.597622,,6435275299,service,,,,,,,,28839005,,,0.40317146400000003,walk,6884,446
28839005,6435275299,private,,,33.597622,,28839005,service,,,,,,,,6435275299,,,0.40317146400000003,walk,446,6884
248155994,481149293,,,,4.756975,,248155994,service,,,,,,,,481149293,,,0.0570837,walk,849,2685
481149293,248155994,,,,4.756975,,481149293,service,,,,,,,,248155994,,,0.0570837,walk,2685,849
481149293,6435244803,,,,92.295729,,481149293,service,,,,,,,,6435244803,,,1.107548748,walk,2685,6883
6435244803,481149293,,,,92.295729,,6435244803,service,,,,,,,,481149293,,,1.107548748,walk,6883,2685
6435244803,6435242967,,,,33.648522,,6435244803,service,,,,,,,,6435242967,,,0.403782264,walk,6883,6882
6435242967,6435244803,,,,33.648522,,6435242967,service,,,,,,,,6435244803,,,0.403782264,walk,6882,6883
6435242967,6435242964,,,,78.669593,,6435242967,service,,,,,,,,6435242964,,,0.9440351160000001,walk,6882,6881
6435242964,6435242967,,,,78.669593,,6435242964,service,,,,,,,,6435242967,,,0.9440351160000001,walk,6881,6882
6435242964,248155999,,,,17.231185,,6435242964,service,,,,,,,,248155999,,,0.20677422,walk,6881,850
248155999,6435242964,,,,17.231185,,248155999,service,,,,,,,,6435242964,,,0.20677422,walk,850,6881
248155999,1006010086,,,,40.194926,,248155999,service,,,,,,,,1006010086,,,0.48233911200000007,walk,850,3106
1006010086,248155999,,,,40.194926,,1006010086,service,,,,,,,,248155999,,,0.48233911200000007,walk,3106,850
28838999,248155921,destination,,,48.769744,,28838999,residential,,,,Sateenkaari,,,,248155921,,,0.585236928,walk,441,847
248155921,28838999,destination,,,48.769744,,248155921,residential,,,,Sateenkaari,,,,28838999,,,0.585236928,walk,847,441
