id,x,y,id,net_type,old_node_id,id_int
264069934,24.8340348,60.1870431,264069934,walk,264069934,1113
264069938,24.8334461,60.1853957,264069938,walk,264069938,1114
264069941,24.8340995,60.1865973,264069941,walk,264069941,1115
264069945,24.8359722,60.1867412,264069945,walk,264069945,1116
264069948,24.8375511,60.187655,264069948,walk,264069948,1117
264069950,24.8366607,60.1875764,264069950,walk,264069950,1118
264069952,24.8366431,60.1876887,264069952,walk,264069952,1119
264069953,24.8359816,60.1876529,264069953,walk,264069953,1120
264069954,24.835838,60.1882384,264069954,walk,264069954,1121
264069955,24.8358563,60.1881637,264069955,walk,264069955,1122
264069957,24.8361322,60.1876475,264069957,walk,264069957,1123
264069960,24.8349766,60.1878181,264069960,walk,264069960,1124
264069965,24.8341006,60.1895296,264069965,walk,264069965,1125
264069966,24.8336053,60.1899149,264069966,walk,264069966,1126
264069976,24.8301337,60.1901168,264069976,walk,264069976,1127
264069981,24.8293283,60.188663,264069981,walk,264069981,1128
264069984,24.8288571,60.1881891,264069984,walk,264069984,1129
264069985,24.8272377,60.1869149,264069985,walk,264069985,1130
264069986,24.8265499,60.186441,264069986,walk,264069986,1131
264069997,24.830042,60.1893637,264069997,walk,264069997,1132
264069998,24.8309306,60.1893589,264069998,walk,264069998,1133
264070010,24.8303877,60.189361,264070010,walk,264070010,1134
264070011,24.8303682,60.1890537,264070011,walk,264070011,1135
264070016,24.8322693,60.1893419,264070016,walk,264070016,1136
264070017,24.8314798,60.189349,264070017,walk,264070017,1137
264070018,24.8317841,60.1893456,264070018,walk,264070018,1138
264070020,24.8312103,60.1893495,264070020,walk,264070020,1139
264070034,24.8323732,60.1898514,264070034,walk,264070034,1140
264070035,24.8328289,60.1898479,264070035,walk,264070035,1141
264070039,24.8329989,60.1899171,264070039,walk,264070039,1142
264070707,24.8340381,60.1898347,264070707,walk,264070707,1143
264073522,24.8378634,60.1832874,264073522,walk,264073522,1144
264074909,24.8388906,60.1880782,264074909,walk,264074909,1145
265485291,24.8504428,60.1815762,265485291,walk,265485291,1146
266082267,24.829636,60.175456,266082267,walk,266082267,1147
266361749,24.8536485,60.1643505,266361749,walk,266361749,1148
266361769,24.8531561,60.1644337,266361769,walk,266361769,1149
266361822,24.8528567,60.1638782,266361822,walk,266361822,1150
266383058,24.7903738,60.1636111,266383058,walk,266383058,1151
266383066,24.7913894,60.1638077,266383066,walk,266383066,1152
266383067,24.7920594,60.1639212,266383067,walk,266383067,1153
266450120,24.7902597,60.1635909,266450120,walk,266450120,1154
266450121,24.7935234,60.1641521,266450121,walk,266450121,1155
266450310,24.8004261,60.1681118,266450310,walk,266450310,1156
266450401,24.800479,60.1674719,266450401,walk,266450401,1157
266536443,24.7985115,60.1669888,266536443,walk,266536443,1158
267517261,24.8323655,60.189613,267517261,walk,267517261,1159
267519176,24.8302388,60.1896734,267519176,walk,267519176,1160
267519177,24.8301282,60.1895244,267519177,walk,267519177,1161
267615955,24.8268853,60.1848358,267615955,walk,267615955,1162
267615956,24.8269195,60.1848837,267615956,walk,267615956,1163
267615957,24.8269719,60.1849646,267615957,walk,267615957,1164
267615958,24.8270583,60.1851009,267615958,walk,267615958,1165
267616578,24.8274761,60.1852877,267616578,walk,267616578,1166
267616579,24.8276902,60.1851684,267616579,walk,267616579,1167
267616617,24.827792,60.1856769,267616617,walk,267616617,1168
267617674,24.8288885,60.1839543,267617674,walk,267617674,1169
267617681,24.8282622,60.1839411,267617681,walk,267617681,1170
267617682,24.8286268,60.1839406,267617682,walk,267617682,1171
267617683,24.8285832,60.1838832,267617683,walk,267617683,1172
267618411,24.8277637,60.1839089,267618411,walk,267618411,1173
267618412,24.8282454,60.1837933,267618412,walk,267618412,1174
267618654,24.8276186,60.1835081,267618654,walk,267618654,1175
267618655,24.8276062,60.1834746,267618655,walk,267618655,1176
267619575,24.8269229,60.1859387,267619575,walk,267619575,1177
267619814,24.827017,60.1867622,267619814,walk,267619814,1178
269328594,24.8504104,60.1817393,269328594,walk,269328594,1179
269328595,24.8507698,60.1816486,269328595,walk,269328595,1180
269328886,24.8501006,60.1817734,269328886,walk,269328886,1181
269328887,24.8501683,60.1816285,269328887,walk,269328887,1182
269328888,24.8501835,60.1815659,269328888,walk,269328888,1183
269328889,24.8500336,60.1816139,269328889,walk,269328889,1184
269330324,24.8482525,60.1805012,269330324,walk,269330324,1185
269330675,24.8506992,60.1815964,269330675,walk,269330675,1186
269330677,24.8507691,60.1809235,269330677,walk,269330677,1187
269330679,24.8508611,60.1805768,269330679,walk,269330679,1188
269330982,24.8507183,60.1805658,269330982,walk,269330982,1189
269330983,24.8505984,60.1805573,269330983,walk,269330983,1190
269331194,24.8493569,60.1803133,269331194,walk,269331194,1191
269331221,24.8470463,60.1805128,269331221,walk,269331221,1192
269331243,24.8482644,60.180374,269331243,walk,269331243,1193
269331245,24.8480891,60.1808017,269331245,walk,269331245,1194
269331271,24.8469634,60.1804232,269331271,walk,269331271,1195
269331273,24.8470792,60.180198,269331273,walk,269331273,1196
269331279,24.8476727,60.1802735,269331279,walk,269331279,1197
269331280,24.8479005,60.1804166,269331280,walk,269331280,1198
269331343,24.8502854,60.1810212,269331343,walk,269331343,1199
269331344,24.8505917,60.1810459,269331344,walk,269331344,1200
269331690,24.8467999,60.1807322,269331690,walk,269331690,1201
269331691,24.8469256,60.1804966,269331691,walk,269331691,1202
269331716,24.8489724,60.1810054,269331716,walk,269331716,1203
269332844,24.8492996,60.1804263,269332844,walk,269332844,1204
269332845,24.8490916,60.1802831,269332845,walk,269332845,1205
269332847,24.8469089,60.1807567,269332847,walk,269332847,1206
269332920,24.8470204,60.1803123,269332920,walk,269332920,1207
269334068,24.8471534,60.1799646,269334068,walk,269334068,1208
269334083,24.8470377,60.1801924,269334083,walk,269334083,1209
269334975,24.8458096,60.1806086,269334975,walk,269334975,1210
269334977,24.8459699,60.180302,269334977,walk,269334977,1211
269335041,24.8481502,60.1806792,269335041,walk,269335041,1212
269335042,24.8491019,60.1809889,269335042,walk,269335042,1213
269695689,24.8091827,60.1855304,269695689,walk,269695689,1214
273485126,24.8169585,60.1869401,273485126,walk,273485126,1215
273485127,24.8201369,60.1866909,273485127,walk,273485127,1216
277839006,24.8291654,60.1866063,277839006,walk,277839006,1217
277839007,24.8295189,60.186562,277839007,walk,277839007,1218
277839190,24.8270639,60.1851144,277839190,walk,277839190,1219
277839191,24.8273048,60.1856409,277839191,walk,277839191,1220
277839193,24.8271849,60.1854379,277839193,walk,277839193,1221
277839323,24.832282,60.1839425,277839323,walk,277839323,1222
277839324,24.8328089,60.1845651,277839324,walk,277839324,1223
277839325,24.8327132,60.1846793,277839325,walk,277839325,1224
277839326,24.8324956,60.1844583,277839326,walk,277839326,1225
277839362,24.829357,60.18876,277839362,walk,277839362,1226
277839363,24.8294094,60.1889141,277839363,walk,277839363,1227
277839364,24.8293686,60.1889214,277839364,walk,277839364,1228
277839365,24.8293271,60.1887646,277839365,walk,277839365,1229
277839404,24.8306432,60.1903984,277839404,walk,277839404,1230
281503938,24.8556429,60.1744444,281503938,walk,281503938,1231
281503947,24.8534488,60.1769811,281503947,walk,281503947,1232
281504636,24.8560796,60.1814418,281504636,walk,281504636,1233
281504641,24.8552231,60.1813169,281504641,walk,281504641,1234
281504646,24.8547125,60.1816834,281504646,walk,281504646,1235
281698849,24.853518,60.1756217,281698849,walk,281698849,1236
283119283,24.8597227,60.1725804,283119283,walk,283119283,1237
283123003,24.8595653,60.1693679,283123003,walk,283123003,1238
283123005,24.8592686,60.169455,283123005,walk,283123005,1239
283123038,24.8570415,60.1696599,283123038,walk,283123038,1240
283123701,24.85709,60.1693819,283123701,walk,283123701,1241
283326260,24.8367498,60.1848008,283326260,walk,283326260,1242
283326276,24.834359,60.1839009,283326276,walk,283326276,1243
283326279,24.8352361,60.1824415,283326279,walk,283326279,1244
283326620,24.8543821,60.1806721,283326620,walk,283326620,1245
283326622,24.8550664,60.1805564,283326622,walk,283326622,1246
283326633,24.8542301,60.1805949,283326633,walk,283326633,1247
283327148,24.852927,60.1819802,283327148,walk,283327148,1248
283327222,24.8450215,60.1814648,283327222,walk,283327222,1249
283327223,24.8460606,60.1816115,283327223,walk,283327223,1250
283328371,24.8577306,60.1696951,283328371,walk,283328371,1251
283328373,24.8601113,60.1690029,283328373,walk,283328373,1252
283423791,24.8527779,60.1813936,283423791,walk,283423791,1253
283424059,24.8544089,60.1817007,283424059,walk,283424059,1254
284132193,24.8564264,60.1742855,284132193,walk,284132193,1255
284132195,24.8568525,60.1742027,284132195,walk,284132195,1256
284132196,24.8585631,60.1738778,284132196,walk,284132196,1257
284132197,24.8587134,60.1738169,284132197,walk,284132197,1258
284132199,24.8564738,60.1743517,284132199,walk,284132199,1259
284134785,24.8598358,60.1660905,284134785,walk,284134785,1260
285960933,24.8363316,60.1826985,285960933,walk,285960933,1261
285961860,24.8351331,60.1827636,285961860,walk,285961860,1262
285961861,24.8350568,60.1827648,285961861,walk,285961861,1263
285961864,24.8337615,60.184769,285961864,walk,285961864,1264
285961865,24.8337318,60.1848079,285961865,walk,285961865,1265
285961868,24.8332335,60.1847085,285961868,walk,285961868,1266
285965772,24.8443447,60.1808576,285965772,walk,285965772,1267
285965945,24.8532762,60.1776055,285965945,walk,285965945,1268
285966178,24.8533427,60.177612,285966178,walk,285966178,1269
285966180,24.853197,60.1778252,285966180,walk,285966180,1270
285966182,24.852816,60.1781577,285966182,walk,285966182,1271
285966190,24.8535639,60.1787978,285966190,walk,285966190,1272
285966194,24.8542379,60.1789791,285966194,walk,285966194,1273
285966208,24.8555149,60.1802478,285966208,walk,285966208,1274
285966446,24.8527309,60.178132,285966446,walk,285966446,1275
286091551,24.850463,60.1810355,286091551,walk,286091551,1276
286091553,24.850231,60.1815586,286091553,walk,286091553,1277
286092631,24.8528783,60.1820364,286092631,walk,286092631,1278
286093943,24.8553465,60.1807177,286093943,walk,286093943,1279
286094563,24.8554052,60.180818,286094563,walk,286094563,1280
286094564,24.8549935,60.1805834,286094564,walk,286094564,1281
286094566,24.8551538,60.1806642,286094566,walk,286094566,1282
286094570,24.8558605,60.1808429,286094570,walk,286094570,1283
286094942,24.8574922,60.1807166,286094942,walk,286094942,1284
286095259,24.8562806,60.1808217,286095259,walk,286095259,1285
286095267,24.8562787,60.1807763,286095267,walk,286095267,1286
286095424,24.8552131,60.1807088,286095424,walk,286095424,1287
286095431,24.8540683,60.1806581,286095431,walk,286095431,1288
286095829,24.854943,60.180823,286095829,walk,286095829,1289
286096654,24.8578668,60.1802702,286096654,walk,286096654,1290
286096655,24.8577933,60.1802888,286096655,walk,286096655,1291
286096658,24.853583,60.1787573,286096658,walk,286096658,1292
286096661,24.854143,60.1786547,286096661,walk,286096661,1293
286097437,24.8533239,60.1773817,286097437,walk,286097437,1294
286097438,24.8534174,60.1773888,286097438,walk,286097438,1295
286097439,24.8535654,60.1774049,286097439,walk,286097439,1296
286097442,24.853485,60.1776269,286097442,walk,286097442,1297
286097549,24.8554895,60.1745412,286097549,walk,286097549,1298
286099495,24.850654,60.181338,286099495,walk,286099495,1299
286100589,24.8564041,60.1742554,286100589,walk,286100589,1300
286100590,24.8563512,60.1742136,286100590,walk,286100590,1301
286100591,24.8563195,60.1741978,286100591,walk,286100591,1302
286101423,24.8484697,60.1823351,286101423,walk,286101423,1303
286101436,24.8464116,60.1817287,286101436,walk,286101436,1304
286102421,24.8374047,60.1842751,286102421,walk,286102421,1305
286102445,24.8372424,60.1841945,286102445,walk,286102445,1306
286102568,24.8342363,60.1847704,286102568,walk,286102568,1307
286102570,24.8338626,60.1847692,286102570,walk,286102570,1308
286124807,24.8593739,60.1682833,286124807,walk,286124807,1309
286124811,24.85974,60.1651952,286124811,walk,286124811,1310
288037206,24.808301,60.1867669,288037206,walk,288037206,1311
288302441,24.8187454,60.1894008,288302441,walk,288302441,1312
288306386,24.8106013,60.1935221,288306386,walk,288306386,1313
288306399,24.8116332,60.1974876,288306399,walk,288306399,1314
289113447,24.8265586,60.1853566,289113447,walk,289113447,1315
289113448,24.8266808,60.1853332,289113448,walk,289113448,1316
289113493,24.8265662,60.1851298,289113493,walk,289113493,1317
289113561,24.8267876,60.1850303,289113561,walk,289113561,1318
289113781,24.8204753,60.1869746,289113781,walk,289113781,1319
289113873,24.8201385,60.1870079,289113873,walk,289113873,1320
289292676,24.8089199,60.1681871,289292676,walk,289292676,1321
291818800,24.8283066,60.187617,291818800,walk,291818800,1322
291818958,24.8281973,60.1876675,291818958,walk,291818958,1323
291818965,24.82773,60.1876017,291818965,walk,291818965,1324
291818966,24.827997,60.1875174,291818966,walk,291818966,1325
291818967,24.8281349,60.1874748,291818967,walk,291818967,1326
291821384,24.8249199,60.1798151,291821384,walk,291821384,1327
291895191,24.8000323,60.1959908,291895191,walk,291895191,1328
291895845,24.7939697,60.1957734,291895845,walk,291895845,1329
291897604,24.7905797,60.1872123,291897604,walk,291897604,1330
294773690,24.8325389,60.1910096,294773690,walk,294773690,1331
295816025,24.8268599,60.1865211,295816025,walk,295816025,1332
295850354,24.8368144,60.1799514,295850354,walk,295850354,1333
296640276,24.836883,60.1639226,296640276,walk,296640276,1334
296640624,24.8354142,60.1629811,296640624,walk,296640624,1335
296640646,24.8352087,60.1634139,296640646,walk,296640646,1336
296643345,24.8366046,60.1641395,296643345,walk,296643345,1337
296643350,24.8362635,60.1640746,296643350,walk,296643350,1338
296912032,24.8116833,60.1863392,296912032,walk,296912032,1339
296912038,24.8095891,60.1857797,296912038,walk,296912038,1340
296912039,24.8093873,60.1857158,296912039,walk,296912039,1341
296912042,24.8071603,60.1850351,296912042,walk,296912042,1342
296912043,24.8064373,60.1848731,296912043,walk,296912043,1343
296912045,24.8059512,60.1847924,296912045,walk,296912045,1344
296912047,24.8070786,60.1852636,296912047,walk,296912047,1345
297671398,24.852256,60.1798002,297671398,walk,297671398,1346
297671405,24.8530083,60.1797376,297671405,walk,297671405,1347
297671408,24.8494192,60.1803497,297671408,walk,297671408,1348
297671890,24.8485421,60.1785103,297671890,walk,297671890,1349
297685004,24.8318175,60.1838557,297685004,walk,297685004,1350
297685005,24.8316409,60.1838246,297685005,walk,297685005,1351
297685006,24.83158,60.183815,297685006,walk,297685006,1352
297685007,24.8318719,60.1838666,297685007,walk,297685007,1353
297685008,24.8319602,60.1838822,297685008,walk,297685008,1354
297685010,24.8321862,60.1839759,297685010,walk,297685010,1355
297685011,24.832856,60.1845297,297685011,walk,297685011,1356
297685119,24.8310054,60.1842992,297685119,walk,297685119,1357
297685123,24.8308237,60.1844822,297685123,walk,297685123,1358
297685127,24.8307219,60.1849685,297685127,walk,297685127,1359
297685128,24.8312524,60.1843719,297685128,walk,297685128,1360
297685129,24.8308262,60.1849271,297685129,walk,297685129,1361
297685130,24.8307094,60.1849209,297685130,walk,297685130,1362
297685133,24.830802,60.1845157,297685133,walk,297685133,1363
297685294,24.8315541,60.19053,297685294,walk,297685294,1364
297685295,24.8315134,60.1904124,297685295,walk,297685295,1365
297895112,24.8333616,60.1670514,297895112,walk,297895112,1366
297895113,24.8339385,60.1672263,297895113,walk,297895113,1367
297895114,24.833972,60.1672074,297895114,walk,297895114,1368
297895123,24.8345922,60.1675002,297895123,walk,297895123,1369
297895124,24.8347278,60.1673385,297895124,walk,297895124,1370
297895126,24.8347978,60.1673006,297895126,walk,297895126,1371
297895127,24.8351262,60.1670774,297895127,walk,297895127,1372
297895128,24.8353555,60.1674483,297895128,walk,297895128,1373
297895131,24.8352459,60.1672331,297895131,walk,297895131,1374
297895132,24.8353685,60.1669144,297895132,walk,297895132,1375
297895133,24.8354052,60.1668536,297895133,walk,297895133,1376
297895135,24.8359399,60.166927,297895135,walk,297895135,1377
297895136,24.8358919,60.1669661,297895136,walk,297895136,1378
297895137,24.8358475,60.1671104,297895137,walk,297895137,1379
297895138,24.8358839,60.1671693,297895138,walk,297895138,1380
297895139,24.8356306,60.1669961,297895139,walk,297895139,1381
297895140,24.8355621,60.1669219,297895140,walk,297895140,1382
297895141,24.835539,60.1668991,297895141,walk,297895141,1383
297895142,24.8352944,60.167085,297895142,walk,297895142,1384
297895143,24.8356169,60.1670304,297895143,walk,297895143,1385
297896588,24.829683,60.1735516,297896588,walk,297896588,1386
297896589,24.8295158,60.1737713,297896589,walk,297896589,1387
297896594,24.8311883,60.1765512,297896594,walk,297896594,1388
297896596,24.8349882,60.1773112,297896596,walk,297896596,1389
297896598,24.835324,60.177481,297896598,walk,297896598,1390
297896599,24.8353748,60.1775704,297896599,walk,297896599,1391
297896600,24.8350051,60.1775855,297896600,walk,297896600,1392
297896601,24.8349563,60.1783415,297896601,walk,297896601,1393
297896603,24.8349499,60.1784874,297896603,walk,297896603,1394
297896604,24.8350442,60.1784909,297896604,walk,297896604,1395
297896606,24.8352171,60.1784936,297896606,walk,297896606,1396
297896608,24.8352956,60.1792885,297896608,walk,297896608,1397
297896610,24.8353081,60.1793656,297896610,walk,297896610,1398
297896613,24.8351391,60.1796181,297896613,walk,297896613,1399
297896614,24.8350381,60.1797356,297896614,walk,297896614,1400
297896615,24.8349628,60.1798164,297896615,walk,297896615,1401
297896621,24.8321414,60.1768988,297896621,walk,297896621,1402
297896626,24.8299214,60.1761612,297896626,walk,297896626,1403
297896821,24.8322478,60.176764,297896821,walk,297896821,1404
297897216,24.8320761,60.1757925,297897216,walk,297897216,1405
297897219,24.8343227,60.1771719,297897219,walk,297897219,1406
297897259,24.8290332,60.1744671,297897259,walk,297897259,1407
297897511,24.8287729,60.1745248,297897511,walk,297897511,1408
297897743,24.8341213,60.1671222,297897743,walk,297897743,1409
297919952,24.85427,60.1842283,297919952,walk,297919952,1410
297919957,24.8528882,60.1835203,297919957,walk,297919957,1411
297920976,24.8480185,60.1804038,297920976,walk,297920976,1412
297921010,24.8500173,60.1804785,297921010,walk,297921010,1413
297921013,24.850011,60.1804954,297921013,walk,297921013,1414
297922338,24.8318233,60.1833174,297922338,walk,297922338,1415
297922350,24.8322693,60.1838394,297922350,walk,297922350,1416
297922357,24.8322272,60.1838028,297922357,walk,297922357,1417
297922361,24.8321431,60.1838246,297922361,walk,297922361,1418
297922836,24.8344912,60.183582,297922836,walk,297922836,1419
297922838,24.8348121,60.1836064,297922838,walk,297922838,1420
297922840,24.8352397,60.1836092,297922840,walk,297922840,1421
297922843,24.8349082,60.1837691,297922843,walk,297922843,1422
297924344,24.833778,60.183466,297924344,walk,297924344,1423
297924346,24.8336698,60.1819726,297924346,walk,297924346,1424
297924349,24.8340361,60.1826346,297924349,walk,297924349,1425
297924350,24.8331865,60.1829441,297924350,walk,297924350,1426
297924351,24.8323172,60.1833509,297924351,walk,297924351,1427
297924559,24.8349274,60.1823089,297924559,walk,297924559,1428
297924561,24.8351231,60.1824108,297924561,walk,297924561,1429
297924562,24.8347481,60.1823992,297924562,walk,297924562,1430
297924563,24.8345588,60.1823062,297924563,walk,297924563,1431
297924565,24.8340978,60.1822659,297924565,walk,297924565,1432
297925505,24.8311571,60.1833161,297925505,walk,297925505,1433
297925506,24.8310652,60.1832737,297925506,walk,297925506,1434
297925918,24.8325338,60.1836656,297925918,walk,297925918,1435
297932261,24.8287157,60.1854601,297932261,walk,297932261,1436
297932263,24.8288969,60.1845269,297932263,walk,297932263,1437
298111485,24.8404889,60.1666834,298111485,walk,298111485,1438
299446264,24.8289722,60.1879394,299446264,walk,299446264,1439
299446422,24.829836,60.187154,299446422,walk,299446422,1440
299447476,24.8290965,60.1880756,299447476,walk,299447476,1441
299447479,24.8300225,60.1873388,299447479,walk,299447479,1442
299447480,24.8291214,60.1881416,299447480,walk,299447480,1443
299447482,24.829051,60.1882011,299447482,walk,299447482,1444
299447485,24.8289138,60.1882421,299447485,walk,299447485,1445
299447487,24.8290621,60.1880892,299447487,walk,299447487,1446
299447488,24.8288965,60.1879601,299447488,walk,299447488,1447
299447491,24.827981,60.1872571,299447491,walk,299447491,1448
299447493,24.8283135,60.1872047,299447493,walk,299447493,1449
299447497,24.8293348,60.1876032,299447497,walk,299447497,1450
299447498,24.8293987,60.187543,299447498,walk,299447498,1451
299447500,24.8292154,60.187296,299447500,walk,299447500,1452
299447501,24.8291458,60.1872137,299447501,walk,299447501,1453
299447502,24.8290987,60.1872102,299447502,walk,299447502,1454
299447504,24.8288419,60.1866552,299447504,walk,299447504,1455
299448255,24.82939,60.1883903,299448255,walk,299448255,1456
299448256,24.8296233,60.1886116,299448256,walk,299448256,1457
299448257,24.8296557,60.1886562,299448257,walk,299448257,1458
299448258,24.8297785,60.1893625,299448258,walk,299448258,1459
299448259,24.8297844,60.1894354,299448259,walk,299448259,1460
299448260,24.8296292,60.1894419,299448260,walk,299448260,1461
299448261,24.8294985,60.1894527,299448261,walk,299448261,1462
299450296,24.8592641,60.1674931,299450296,walk,299450296,1463
299450297,24.8587493,60.1674445,299450297,walk,299450297,1464
299701727,24.8599718,60.1861784,299701727,walk,299701727,1465
299701730,24.8598148,60.1861679,299701730,walk,299701730,1466
299702050,24.8591537,60.1858188,299702050,walk,299702050,1467
299702053,24.858775,60.1856678,299702053,walk,299702053,1468
299702054,24.8582585,60.1859791,299702054,walk,299702054,1469
299702055,24.8585508,60.1857934,299702055,walk,299702055,1470
299702111,24.8586613,60.1856177,299702111,walk,299702111,1471
299703213,24.8584787,60.1850844,299703213,walk,299703213,1472
299705059,24.8564212,60.1849381,299705059,walk,299705059,1473
299705063,24.8562889,60.1850736,299705063,walk,299705063,1474
299705233,24.8569877,60.1845675,299705233,walk,299705233,1475
299705375,24.856086,60.1843573,299705375,walk,299705375,1476
299705389,24.8553327,60.1842699,299705389,walk,299705389,1477
299705392,24.8560295,60.1844014,299705392,walk,299705392,1478
299705397,24.8553148,60.1843192,299705397,walk,299705397,1479
299759602,24.8583214,60.1846787,299759602,walk,299759602,1480
299759617,24.855579,60.1842882,299759617,walk,299759617,1481
299761626,24.8542648,60.1837959,299761626,walk,299761626,1482
299761627,24.8556049,60.1841703,299761627,walk,299761627,1483
299762464,24.8536613,60.1842139,299762464,walk,299762464,1484
299763206,24.8534253,60.1841513,299763206,walk,299763206,1485
299764324,24.8522783,60.1835377,299764324,walk,299764324,1486
299764325,24.8522056,60.1835947,299764325,walk,299764325,1487
299767399,24.8502104,60.1818011,299767399,walk,299767399,1488
299767401,24.8497378,60.1818778,299767401,walk,299767401,1489
299767405,24.8495164,60.1819696,299767405,walk,299767405,1490
299767407,24.8493095,60.1822744,299767407,walk,299767407,1491
299768891,24.8329049,60.1774217,299768891,walk,299768891,1492
299768893,24.8329172,60.177361,299768893,walk,299768893,1493
299768895,24.8332337,60.1770422,299768895,walk,299768895,1494
299768896,24.8331744,60.1771075,299768896,walk,299768896,1495
299768901,24.8330081,60.1772393,299768901,walk,299768901,1496
299769822,24.8369037,60.1798003,299769822,walk,299769822,1497
299769825,24.8380102,60.1798299,299769825,walk,299769825,1498
299769839,24.8367076,60.1790461,299769839,walk,299769839,1499
299769840,24.8371763,60.1790716,299769840,walk,299769840,1500
299769841,24.8366795,60.1791371,299769841,walk,299769841,1501
299769880,24.8350378,60.1789407,299769880,walk,299769880,1502
299769881,24.8352059,60.1789447,299769881,walk,299769881,1503
299769882,24.8354654,60.1789525,299769882,walk,299769882,1504
299769883,24.8355903,60.1792743,299769883,walk,299769883,1505
299769884,24.8357971,60.1794227,299769884,walk,299769884,1506
299769885,24.8365609,60.1794666,299769885,walk,299769885,1507
299769888,24.8357114,60.1793558,299769888,walk,299769888,1508
299769890,24.8366159,60.1795841,299769890,walk,299769890,1509
299769894,24.8360003,60.1792977,299769894,walk,299769894,1510
299769896,24.8358437,60.1789337,299769896,walk,299769896,1511
299773477,24.8345867,60.1782573,299773477,walk,299773477,1512
299773479,24.8338822,60.1781646,299773479,walk,299773479,1513
299773481,24.8340259,60.1781405,299773481,walk,299773481,1514
299773482,24.8337963,60.1780812,299773482,walk,299773482,1515
299775436,24.8340151,60.1783861,299775436,walk,299775436,1516
299775437,24.8334566,60.1782738,299775437,walk,299775437,1517
299775440,24.8330103,60.1779293,299775440,walk,299775440,1518
299777760,24.832101,60.1773971,299777760,walk,299777760,1519
299781942,24.8359826,60.1793745,299781942,walk,299781942,1520
299781943,24.8359683,60.1794366,299781943,walk,299781943,1521
299782158,24.8356887,60.1789653,299782158,walk,299782158,1522
299782199,24.8356649,60.1792785,299782199,walk,299782199,1523
299782206,24.8356451,60.1790206,299782206,walk,299782206,1524
299782216,24.8356643,60.1789639,299782216,walk,299782216,1525
299782224,24.8356762,60.1789242,299782224,walk,299782224,1526
299782599,24.8359903,60.1796479,299782599,walk,299782599,1527
299783791,24.8333192,60.1770592,299783791,walk,299783791,1528
299783792,24.8333824,60.1769849,299783792,walk,299783792,1529
299783793,24.8336638,60.1766303,299783793,walk,299783793,1530
299783796,24.8332983,60.1769664,299783796,walk,299783796,1531
299785201,24.8318377,60.1767642,299785201,walk,299785201,1532
299785204,24.8318934,60.1766938,299785204,walk,299785204,1533
299786347,24.8295467,60.1735764,299786347,walk,299786347,1534
299786802,24.8292315,60.1741256,299786802,walk,299786802,1535
299786804,24.8304164,60.1725544,299786804,walk,299786804,1536
299786806,24.8303396,60.1723177,299786806,walk,299786806,1537
299786808,24.8302624,60.1722202,299786808,walk,299786808,1538
299787650,24.8302228,60.1722643,299787650,walk,299787650,1539
299787652,24.8300333,60.1725234,299787652,walk,299787652,1540
299788049,24.8290093,60.1720326,299788049,walk,299788049,1541
299788051,24.8290541,60.1719763,299788051,walk,299788051,1542
299790455,24.8314214,60.1689255,299790455,walk,299790455,1543
299790456,24.8313127,60.1686911,299790456,walk,299790456,1544
299790457,24.8310609,60.1682522,299790457,walk,299790457,1545
299913500,24.839996,60.1804611,299913500,walk,299913500,1546
299913501,24.8400188,60.1804147,299913501,walk,299913501,1547
299913502,24.8415849,60.1806558,299913502,walk,299913502,1548
299913503,24.8416054,60.1806118,299913503,walk,299913503,1549
299915759,24.8405713,60.1668746,299915759,walk,299915759,1550
299915761,24.84067,60.1668519,299915761,walk,299915761,1551
299923686,24.8491323,60.1652005,299923686,walk,299923686,1552
299924027,24.8550287,60.164109,299924027,walk,299924027,1553
299924032,24.8555368,60.1638789,299924032,walk,299924032,1554
299924246,24.8544989,60.1641984,299924246,walk,299924246,1555
299924583,24.8563858,60.1640192,299924583,walk,299924583,1556
299924613,24.8565801,60.1642761,299924613,walk,299924613,1557
299924809,24.8575267,60.1641305,299924809,walk,299924809,1558
299924813,24.8574652,60.1642826,299924813,walk,299924813,1559
299924815,24.8573661,60.1640017,299924815,walk,299924815,1560
299924816,24.8574965,60.164014,299924816,walk,299924816,1561
301536742,24.8596815,60.1615432,301536742,walk,301536742,1562
301536750,24.8600844,60.1605752,301536750,walk,301536750,1563
301536752,24.8593406,60.1624359,301536752,walk,301536752,1564
301536755,24.859258,60.1626651,301536755,walk,301536755,1565
301536756,24.8591769,60.1627594,301536756,walk,301536756,1566
301536759,24.8588532,60.1636417,301536759,walk,301536759,1567
301536760,24.8585487,60.1644016,301536760,walk,301536760,1568
301536761,24.8595358,60.1626223,301536761,walk,301536761,1569
301538955,24.8234983,60.184031,301538955,walk,301538955,1570
301539383,24.8228797,60.1850481,301539383,walk,301539383,1571
301539385,24.8232229,60.1842195,301539385,walk,301539385,1572
301539493,24.8247666,60.182406,301539493,walk,301539493,1573
301539494,24.8249513,60.1823295,301539494,walk,301539494,1574
301539922,24.8169028,60.1836406,301539922,walk,301539922,1575
301539924,24.8179286,60.1820825,301539924,walk,301539924,1576
301539930,24.8175771,60.1826911,301539930,walk,301539930,1577
301539931,24.8178446,60.1827126,301539931,walk,301539931,1578
301539933,24.8178122,60.1826568,301539933,walk,301539933,1579
301539961,24.8172996,60.1823631,301539961,walk,301539961,1580
