education,food,groceries,nightlife,x,y
0,1,0,0,-71.1005553,42.3740416
0,1,0,0,-71.1003261,42.3740824
0,1,0,0,-71.0989717,42.3735772
0,1,0,0,-71.092552,42.366671
0,1,0,0,-71.0855928,42.3627551
0,0,1,0,-71.1074691,42.37795
0,1,0,0,-71.0530222,42.3577005
0,1,0,0,-71.0571027,42.3615456
0,1,0,0,-71.0569532,42.3612749
0,1,0,0,-71.0973615,42.3485701
0,1,0,0,-71.1343413,42.3837587
0,1,0,1,-71.0949244,42.3687167
0,1,0,0,-71.104116,42.3646118
0,1,0,1,-71.1018806,42.3640906
0,1,0,0,-71.0807189,42.3458885
0,0,0,1,-71.0433047,42.3461583
0,0,0,1,-71.0431626,42.3462734
0,1,0,0,-71.0535524,42.3640061
0,1,0,0,-71.0430745,42.3464386
0,0,1,0,-71.0416121,42.3503016
0,0,0,1,-71.0964632,42.3470544
0,1,0,0,-71.095742,42.3472772
0,1,0,0,-71.094369,42.347382
0,0,0,1,-71.0952103,42.3472762
0,0,0,1,-71.04844,42.350181
0,1,0,0,-71.1013224,42.3637705
0,0,0,1,-71.1015015,42.3637328
0,1,0,0,-71.0682055,42.3609909
0,1,0,0,-71.067948,42.3609968
1,0,0,0,-71.0726023,42.3552099
0,1,0,0,-71.0924347,42.3631405
0,1,0,0,-71.0972819,42.3633701
0,0,1,0,-71.0959933,42.3795442
1,0,0,0,-71.1015899,42.3483655
0,1,0,0,-71.0997231,42.3488848
0,0,1,0,-71.0513394,42.3586813
0,1,0,0,-71.1338338,42.383587
0,0,0,1,-71.0873293,42.363702
0,1,0,0,-71.0878363,42.3627052
0,1,0,0,-71.0916056,42.3630787
0,1,0,0,-71.085623,42.3365682
0,0,1,0,-71.0858751,42.3364314
0,1,0,0,-71.0854956,42.3366376
0,1,0,1,-71.0872077,42.3418338
0,0,1,0,-71.0867824,42.3414972
0,1,0,0,-71.0873096,42.3411552
0,1,0,0,-71.0876745,42.3410018
0,1,0,1,-71.0880714,42.3408539
0,1,0,0,-71.0851649,42.3423124
0,1,0,0,-71.0844232,42.3428417
0,1,0,0,-71.0860982,42.342077
0,0,1,0,-71.086341,42.3418817
0,0,1,0,-71.1029136,42.3646801
0,1,0,0,-71.0570881,42.3288045
0,1,0,0,-71.052889,42.3573743
0,1,0,1,-71.0591955,42.3533994
0,0,1,0,-71.0957896,42.3798617
0,1,0,0,-71.0945595,42.3797498
0,1,0,0,-71.0973712,42.3814723
0,1,0,0,-71.1152653,42.350639
0,1,0,1,-71.0565566,42.3190544
0,1,0,0,-71.0568731,42.3188243
0,1,0,0,-71.0951372,42.3495134
0,1,0,0,-71.0952642,42.3494898
0,0,1,0,-71.0569268,42.321815
0,1,0,0,-71.0978503,42.3499432
0,1,0,0,-71.1029298,42.350744
0,1,0,0,-71.1030645,42.3507401
0,0,1,0,-71.1205167,42.3530982
0,1,0,0,-71.0961202,42.3485917
0,1,0,0,-71.0950745,42.3486591
0,1,0,0,-71.115618,42.3507339
0,0,1,0,-71.1156835,42.3522328
0,1,0,0,-71.0965503,42.3491604
0,1,0,0,-71.1220615,42.3516135
0,1,0,0,-71.122218,42.3516121
0,1,0,0,-71.0677375,42.3509003
0,0,1,0,-71.0664259,42.3512134
0,1,0,0,-71.0695882,42.3506069
0,1,0,0,-71.0652645,42.3512333
0,1,0,0,-71.0644009,42.3512254
0,0,1,0,-71.0584455,42.351691
0,1,0,1,-71.0584809,42.3508033
0,1,0,0,-71.0972166,42.3630947
0,1,0,0,-71.1025118,42.3649038
0,1,0,1,-71.1035704,42.3658345
0,0,0,1,-71.1024593,42.3648573
0,0,0,1,-71.0527728,42.3565905
0,1,0,0,-71.0273177,42.3331084
0,0,1,0,-71.0313762,42.333901
0,1,0,0,-71.0274312,42.33778
0,0,0,1,-71.0623372,42.3552498
0,0,1,0,-71.0890378,42.3367453
0,1,0,0,-71.1103861,42.3217745
0,1,0,0,-71.1115583,42.3193411
0,1,0,0,-71.0631238,42.3510675
0,1,0,0,-71.1090117,42.3836722
0,1,0,0,-71.1108466,42.383952
0,1,0,0,-71.0824446,42.3652749
0,1,0,0,-71.1232993,42.341859
0,1,0,0,-71.1221008,42.3428767
0,1,0,0,-71.1236618,42.343744
0,1,0,0,-71.1224495,42.3430452
0,1,0,0,-71.1229296,42.3432999
0,1,0,1,-71.1228558,42.3432613
0,1,0,0,-71.1223838,42.3427379
0,0,1,0,-71.084091,42.3374453
0,1,0,0,-71.0853739,42.3367242
0,1,0,0,-71.0872525,42.3458518
0,1,0,0,-71.0888661,42.3467498
0,1,0,0,-71.0804718,42.3390224
0,1,0,0,-71.0844421,42.342725
0,1,0,0,-71.0871907,42.3457309
0,0,1,0,-71.0890038,42.3467104
0,0,1,0,-71.0876836,42.3467668
0,1,0,0,-71.0886458,42.3468005
0,1,0,0,-71.0885285,42.3484159
0,1,0,0,-71.089041,42.3495119
0,1,0,0,-71.0895305,42.3505007
0,1,0,0,-71.0891209,42.3497218
0,0,1,0,-71.0892137,42.3498943
0,0,1,0,-71.0895981,42.3506041
0,1,0,1,-71.0893293,42.3501216
0,1,0,1,-71.0990713,42.3470259
0,1,0,1,-71.0897441,42.3505961
0,0,1,0,-71.0964213,42.3485423
0,1,0,0,-71.0666962,42.3511678
0,1,0,0,-71.0646747,42.35123
0,0,1,0,-71.0969818,42.349143
0,0,0,1,-71.1020151,42.3347313
0,1,0,0,-71.054489,42.3639756
0,1,0,0,-71.0548764,42.3631769
0,1,0,0,-71.0541727,42.3638729
0,1,0,0,-71.0545465,42.3639207
0,1,0,0,-71.0551854,42.3632983
0,1,0,0,-71.0765981,42.341551
0,1,0,0,-71.0192278,42.3703427
0,1,0,0,-71.0510643,42.3593913
0,1,0,0,-71.1031467,42.347314
0,1,0,0,-71.1070249,42.3463697
0,1,0,0,-71.1062333,42.3465892
0,0,0,1,-71.1073801,42.3462816
0,0,1,0,-71.1082135,42.3461622
0,1,0,0,-71.1067723,42.3458181
0,1,0,0,-71.1086251,42.3459723
0,1,0,0,-71.1089161,42.345929
0,1,0,0,-71.1193538,42.3429473
0,1,0,0,-71.1170155,42.3430087
0,1,0,0,-71.1201765,42.3429749
0,1,0,0,-71.1203333,42.3426942
0,1,0,0,-71.121511,42.3425307
0,1,0,0,-71.1218244,42.3431489
0,1,0,0,-71.1229899,42.3435171
0,1,0,0,-71.1231619,42.3431423
0,1,0,0,-71.1265243,42.3452066
0,0,1,0,-71.0906607,42.3403456
0,0,1,0,-71.0921514,42.3373523
0,1,0,0,-71.1216054,42.3417631
0,1,0,0,-71.1225158,42.34152
0,1,0,0,-71.1244353,42.341077
0,1,0,0,-71.1243615,42.3410925
0,1,0,0,-71.1240998,42.3411484
0,1,0,0,-71.1255329,42.3413212
0,1,0,0,-71.1262814,42.3411014
0,1,0,0,-71.1235826,42.3417695
0,1,0,0,-71.1190528,42.3338865
0,1,0,0,-71.1190271,42.3337747
0,1,0,0,-71.1194238,42.3331433
0,1,0,0,-71.1194061,42.3333852
0,1,0,0,-71.1195968,42.3334159
0,1,0,0,-71.1190494,42.3346295
0,1,0,0,-71.1071426,42.3463412
0,1,0,0,-71.1012841,42.3443563
0,1,0,0,-71.0993993,42.3430238
0,1,0,0,-71.0992535,42.3430646
0,1,0,0,-71.0991674,42.3430883
0,1,0,0,-71.0990923,42.343112
0,1,0,0,-71.0989818,42.3431414
0,1,0,0,-71.0966244,42.342432
0,1,0,0,-71.0969039,42.342352
0,0,1,0,-71.0970077,42.3425937
0,1,0,0,-71.0973193,42.3426303
0,0,0,1,-71.0963424,42.3447545
0,0,0,1,-71.0963417,42.3452146
0,0,0,1,-71.1351122,42.3390579
0,1,0,0,-71.1344981,42.3387085
0,1,0,0,-71.0979069,42.3815356
0,1,0,0,-71.1068942,42.3782653
0,1,0,0,-71.0630373,42.3531469
0,1,0,0,-71.0355548,42.376013
0,0,0,1,-71.0357131,42.3761913
0,1,0,0,-71.0392001,42.3738829
0,1,0,0,-71.1167459,42.3713955
0,1,0,0,-71.0420659,42.3716451
0,1,0,0,-71.0360367,42.372983
0,1,0,0,-71.0944677,42.3799699
0,1,0,0,-71.0972849,42.3809075
0,0,1,0,-71.0972461,42.3808461
0,0,1,0,-71.0971039,42.3806509
0,1,0,0,-71.082986,42.3634036
0,1,0,0,-71.0826373,42.3633045
0,1,0,0,-71.092638,42.3843826
0,1,0,0,-71.0938126,42.3848818
0,0,0,1,-71.0356837,42.3380229
0,1,0,0,-71.0352776,42.3363816
0,1,0,0,-71.0574634,42.3561584
0,1,0,0,-71.1158729,42.3722163
0,1,0,0,-71.1160001,42.3723688
0,1,0,0,-71.0970931,42.3616789
0,1,0,0,-71.1117021,42.3191039
0,1,0,0,-71.0946305,42.379091
0,1,0,0,-71.0591935,42.3590304
0,1,0,0,-71.1233822,42.334375
0,0,0,1,-71.0251466,42.3617779
0,0,0,1,-71.0249366,42.3641375
0,1,0,0,-71.0668621,42.3523987
0,1,0,0,-71.0689181,42.3609663
0,1,0,0,-71.0668153,42.3610198
0,1,0,1,-71.066649,42.3610198
0,0,0,1,-71.0706857,42.360447
0,1,0,0,-71.0706776,42.3603697
0,0,1,0,-71.0654312,42.3620207
0,1,0,0,-71.1023366,42.3643462
0,1,0,0,-71.1050773,42.3664123
0,1,0,1,-71.1051419,42.3660159
0,0,1,0,-71.1048274,42.3662621
0,0,0,1,-71.0971274,42.3633583
0,0,1,0,-71.1012607,42.3637348
0,1,0,0,-71.1013814,42.3638002
0,1,0,0,-71.1014404,42.363832
0,1,0,0,-71.0609394,42.3650161
0,0,0,1,-71.0609947,42.3651059
0,1,0,0,-71.0607328,42.3648417
0,1,0,0,-71.0603412,42.364473
0,1,0,0,-71.0606014,42.3647227
0,1,0,1,-71.0591047,42.3638369
0,0,1,0,-71.062082,42.3647842
0,1,0,1,-71.0624441,42.364582
0,1,0,0,-71.0639676,42.3610246
0,0,1,0,-71.0636082,42.3610266
0,1,0,0,-71.0646998,42.3610048
0,1,0,0,-71.0693025,42.3609592
0,0,1,0,-71.0702452,42.3607914
0,1,0,0,-71.101702,42.3638017
0,1,0,1,-71.1087976,42.3682614
0,1,0,0,-71.1091866,42.3684329
0,0,0,1,-71.0607809,42.3571582
0,1,0,0,-71.1025479,42.382293
0,0,0,1,-71.0609359,42.3571207
0,1,0,0,-71.0494111,42.3508158
0,1,0,0,-71.0474916,42.3495874
0,1,0,0,-71.0492839,42.3507352
0,1,0,0,-71.0485101,42.3505525
0,1,0,0,-71.0395083,42.3436082
0,1,0,0,-71.0353415,42.3726687
0,1,0,0,-71.0359785,42.3478563
0,0,0,1,-71.1015002,42.3744435
0,1,0,0,-71.0384942,42.3484554
0,1,0,0,-71.037898,42.3508286
0,1,0,0,-71.0388884,42.3491313
0,1,0,0,-71.0384671,42.3489033
0,1,0,0,-71.0377807,42.3486219
0,1,0,0,-71.0386468,42.3489766
0,1,0,0,-71.0382072,42.3487925
0,0,1,0,-71.1276813,42.3455932
0,1,0,0,-71.1235668,42.3433629
0,0,1,0,-71.1272092,42.3452542
0,1,0,0,-71.1269168,42.3450976
0,1,0,0,-71.1272962,42.3457015
0,1,0,0,-71.1294569,42.3480693
0,0,1,0,-71.056568,42.3302863
0,1,0,0,-71.0610233,42.3572766
0,0,1,0,-71.0625736,42.3580872
0,1,0,0,-71.062697,42.3584836
0,1,0,0,-71.0627157,42.3586145
0,1,0,0,-71.0627908,42.3589395
0,1,0,0,-71.0771775,42.3705274
0,1,0,0,-71.0818499,42.3714112
0,1,0,0,-71.1098463,42.3687019
0,0,0,1,-71.0662113,42.3506611
0,1,0,0,-71.0780702,42.3662759
0,1,0,0,-71.0780588,42.3663589
0,1,0,0,-71.0780441,42.366472
0,1,0,0,-71.0554274,42.3592336
0,1,0,0,-71.0973366,42.3804502
0,1,0,0,-71.102507,42.3822787
0,1,0,0,-71.1061515,42.3829871
0,0,0,1,-71.0943561,42.3799556
0,1,0,1,-71.0979461,42.3806907
0,1,0,0,-71.0865831,42.3627874
0,1,0,1,-71.0729011,42.3463152
0,1,0,0,-71.0541968,42.3576995
0,1,0,0,-71.0941289,42.3797079
0,1,0,0,-71.0957768,42.3731918
0,0,0,1,-71.0536973,42.3594126
0,1,0,0,-71.0825757,42.3472541
0,1,0,0,-71.101797,42.364022
0,1,0,0,-71.1022587,42.3650238
0,1,0,0,-71.0528227,42.3537855
0,1,0,0,-71.0624332,42.3661685
0,1,0,1,-71.0618785,42.3663757
0,0,1,0,-71.0366668,42.3354422
0,1,0,0,-71.0569687,42.3423825
0,1,0,0,-71.0925398,42.3630856
0,1,0,0,-71.070484,42.3448813
0,1,0,0,-71.0761022,42.3469394
0,1,0,0,-71.0567876,42.3611464
0,0,0,1,-71.1307542,42.3526314
0,1,0,0,-71.1280928,42.3461504
0,0,1,0,-71.1244333,42.3523697
0,1,0,0,-71.1177533,42.3511189
1,0,0,0,-71.1023218,42.3489018
1,0,0,0,-71.1009021,42.3489751
0,1,0,0,-71.1219581,42.3521499
0,1,0,0,-71.0195344,42.3623116
0,0,0,1,-71.019718,42.3620632
0,1,0,0,-71.020842,42.3618502
0,0,0,1,-71.0204127,42.3617362
0,1,0,0,-71.0185512,42.3607531
0,1,0,0,-71.0502082,42.3513272
0,0,1,0,-71.1298555,42.3594167
0,0,1,0,-71.1344064,42.3544537
0,1,0,0,-71.0981162,42.3623342
0,1,0,0,-71.0971787,42.3705673
0,1,0,0,-71.0495841,42.3492821
1,0,0,0,-71.1044559,42.3829313
1,0,0,0,-71.0724531,42.3548083
0,1,0,0,-71.0840145,42.3486185
0,1,0,0,-71.1136744,42.3708231
0,1,0,0,-71.1136536,42.3707544
0,0,1,0,-71.0991914,42.3736174
0,1,0,0,-71.0554695,42.3594624
0,1,0,0,-71.053911,42.3602557
0,1,0,0,-71.0571574,42.3529082
0,1,0,0,-71.1108039,42.3730267
0,1,0,0,-71.0555877,42.3596962
0,1,0,0,-71.113526,42.370679
0,1,0,0,-71.118338,42.372168
1,0,0,0,-71.09351,42.338343
0,1,0,0,-71.092916,42.338571
0,1,0,0,-71.060984,42.351541
0,0,1,0,-71.062178,42.351145
0,1,0,0,-71.1219649,42.3742959
0,1,0,0,-71.0590353,42.3523573
0,0,1,0,-71.0877842,42.3855911
0,1,0,0,-71.1016034,42.3639406
0,1,0,0,-71.0968378,42.3633417
0,1,0,0,-71.0968948,42.3633451
0,1,0,0,-71.062397,42.3736375
0,1,0,0,-71.0818503,42.3449757
0,1,0,0,-71.0671472,42.3523041
0,1,0,0,-71.1100389,42.3599165
0,1,0,0,-71.1191244,42.3851018
0,1,0,0,-71.0626786,42.3514781
0,0,1,0,-71.0662711,42.375626
0,1,0,0,-71.0616824,42.3722237
0,1,0,0,-71.0626573,42.3738086
0,1,0,0,-71.0613055,42.3713911
0,1,0,0,-71.0980819,42.3732559
0,0,1,0,-71.0628246,42.3454666
0,1,0,0,-71.0968042,42.3797312
0,1,0,0,-71.096652,42.379807
0,1,0,0,-71.1050289,42.3663914
0,1,0,0,-71.1012393,42.3641618
0,1,0,0,-71.1010503,42.3636315
0,0,1,0,-71.0631861,42.3293884
0,0,0,1,-71.054186,42.3593344
0,1,0,0,-71.0762559,42.367174
0,1,0,0,-71.0635699,42.3261063
0,0,1,0,-71.0590721,42.3546125
1,0,0,0,-71.0911614,42.3501469
1,0,0,0,-71.0905927,42.3503332
1,0,0,0,-71.0903217,42.350867
1,0,0,0,-71.0750715,42.3550164
1,0,0,0,-71.0746792,42.3551061
1,0,0,0,-71.073387,42.3555077
0,1,0,0,-71.0827813,42.3497076
0,0,1,0,-71.0824595,42.3497642
0,1,0,0,-71.0840115,42.349375
1,0,0,0,-71.0637854,42.360203
0,1,0,0,-71.0604574,42.3508451
0,1,0,0,-71.060791,42.3502446
1,0,0,0,-71.0457294,42.3543806
0,1,0,0,-71.0554623,42.3642349
0,1,0,0,-71.0851921,42.3475656
0,1,0,0,-71.0814544,42.3492188
0,1,0,0,-71.0727007,42.348281
0,1,0,0,-71.0640361,42.3530004
0,1,0,0,-71.0673784,42.3512787
0,1,0,0,-71.0550417,42.3605216
0,1,0,0,-71.0774061,42.3441327
0,1,0,0,-71.0872229,42.3623423
0,1,0,0,-71.0717382,42.3440669
0,1,0,0,-71.0631089,42.374186
0,0,1,0,-71.1207548,42.3735176
0,0,0,1,-71.1200134,42.3742245
0,1,0,0,-71.1194187,42.3731248
0,1,0,0,-71.1198198,42.3726803
0,1,0,0,-71.1193633,42.3725858
1,0,0,0,-71.1195257,42.3725026
0,1,0,0,-71.120629,42.3740762
0,1,0,0,-71.1202828,42.3742557
0,1,0,1,-71.1202242,42.3734742
0,1,0,0,-71.1214835,42.3742493
0,1,0,0,-71.1218285,42.3737684
1,0,0,0,-71.121688,42.3736527
0,1,0,0,-71.1235632,42.3720308
0,1,0,0,-71.1233211,42.3722812
0,0,0,1,-71.1228944,42.372203
0,0,0,1,-71.1226705,42.3723595
0,1,0,0,-71.1212504,42.3723491
0,1,0,0,-71.1215195,42.3724072
0,1,0,0,-71.1214254,42.372063
0,1,0,1,-71.1208719,42.3724751
0,1,0,0,-71.0424995,42.3502312
0,1,0,0,-71.0389354,42.3732601
0,1,0,0,-71.0700736,42.3572896
0,1,0,0,-71.0770113,42.3488338
0,1,0,0,-71.0914389,42.3662592
0,1,0,0,-71.101556,42.3643284
0,1,0,0,-71.09108,42.365965
0,0,1,0,-71.1044372,42.3650111
0,0,0,1,-71.0554328,42.3600431
0,1,0,0,-71.0853413,42.3484584
0,1,0,0,-71.1158389,42.3721154
0,1,0,0,-71.0796327,42.350181
0,0,1,0,-71.0655953,42.3440762
0,0,1,0,-71.0649971,42.3462438
0,1,0,0,-71.1328612,42.3532647
0,0,1,0,-71.0669158,42.3649911
0,1,0,0,-71.0628969,42.3739303
0,1,0,0,-71.0532395,42.3640945
0,1,0,0,-71.0559541,42.3631985
0,1,0,0,-71.0781861,42.3488106
0,1,0,0,-71.0538289,42.3634484
0,1,0,0,-71.0812157,42.3494393
0,1,0,0,-71.0659594,42.3524497
